id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,cluster_kmeans,cluster_dbscan
2421,0,12,MAT,2024-02-05,Dezimalzahlen: Multiplikation und Diffusion von Dezimalzahlen,"Übt weiter daran. Nutzen Aufgaben ausm Lehrbuch. Erhält Hinweis bei Sachaufgaben alle formellen Angaben zur Zuordnung zu machen, nicht nur die Rechnung. | Er wird sicherer und schneller beim schriftlichen Rechnen und im Kopf. | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetBasiswissen vorhandenLernfortschritt erzielt",1,0,37,1694,3093,0.2605465039152,0.0,0.34096209154335,0.64332470102519,0.23224021707009,0.40143461343972,0.43231419908893,1,1,motivation,1.0,1,1.5544150025009,0,0,0,,,0,1
2419,0,12,MAT,2024-02-12,"Brüche: Nachtrag 29.01.: Umformen, alle Rechenarten","Er übt konzentriert weiter das Rechnene und Umformen von Brüchen. (Aufg. in seinem Arh. + aus der SH-West) Er bemerkt inzwischen selber, wenn das Ergebnis nicht passt - dann überlegen wir, wie man das erkennt durch grobes Überschlagen und Umformen in Dezimalzahl, um die Relation zu erkennen. | Absprachen einhaltendfleißig / bemühtkonzentriertarbeitet selbstständigvorbereitetLernfortschritt erzieltBasiswissen vorhanden",1,0,37,1693,3090,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,0,1
2416,0,12,MAT,2024-02-26,"Mathematik: Darstellung von Brüchen, GL + Begriffe der Mathematik","Er beherrscht alle Rechenformen zum Berechnen von Brüchen und Dezimalzahlen. | Deshalb hat er keine Lust/ iat resigniert, diese Bereiche erneut zu bearbeiten. Er bekommt Alltagsaufgaben von mir, die er interessiert bearbeitet. | Bei Multiplikation bis 1000, ist er der 2. Beste im Kopfrechnen. | Absprachen einhaltendfleißig / bemühtstörend / blockierend / resignierendkonzentriertbeherrscht ThemaBasiswissen vorhanden",1,0,37,1692,3086,0.41135811637437,0.040556434008741,0.034762657721778,0.4223662913196,0.41773127029003,0.50637604748057,0.46755774635791,1,1,performanz,0.874,1,1.7259800114717,0,0,0,,,0,1
2417,0,12,MAT,2024-02-26,"Mathematik: Darstellung von Brüchen, GL + Begriffe der Mathematik","Er beherrscht alle Rechenformen zum Berechnen von Brüchen und Dezimalzahlen. | Deshalb hat er keine Lust/ iat resigniert, diese Bereiche erneut zu bearbeiten. Er bekommt Alltagsaufgaben von mir, die er interessiert bearbeitet. | Bei Multiplikation bis 1000, ist er der 2. Beste im Kopfrechnen. | Absprachen einhaltendfleißig / bemühtstörend / blockierend / resignierendkonzentriertbeherrscht ThemaBasiswissen vorhanden",1,0,37,1692,3087,-0.77916963587654,0.0085330206720468,-0.11735965542872,-0.1524054586047,-0.42342288084338,-0.41544662401847,0.062686515578417,6,4,kognition,-1.7869008735006,-1,2.2933299753064,1,0,1,keine,,1,-1
2418,0,12,MAT,2024-02-26,"Mathematik: Darstellung von Brüchen, GL + Begriffe der Mathematik","Er beherrscht alle Rechenformen zum Berechnen von Brüchen und Dezimalzahlen. | Deshalb hat er keine Lust/ iat resigniert, diese Bereiche erneut zu bearbeiten. Er bekommt Alltagsaufgaben von mir, die er interessiert bearbeitet. | Bei Multiplikation bis 1000, ist er der 2. Beste im Kopfrechnen. | Absprachen einhaltendfleißig / bemühtstörend / blockierend / resignierendkonzentriertbeherrscht ThemaBasiswissen vorhanden",1,0,37,1692,3088,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0,1,1,kognition,0.811,1,0.99141868047763,0,0,0,,,0,1
2415,0,12,MAT,2024-03-04,"Rechengesetze und Regeln: Klammern auflösen, Multiplikation von Brüchen, ""Punkt- vor Strich - Rechnung""","Ist heute zögerlich um Hilfe zu bitten. Fängt erst gut selbständig an, hängt dann fest, lässt sich von Erschöpfung/ Resignation der Anderen mit runter ziehen. Nach meiner Hilfestellung erkennt er den Rechenweg und beendet zügig und korrekt seine Aufgaben. | Absprachen einhaltendfleißig / bemühtbenötigt AufforderungvorbereitetBasiswissen vorhandenLernfortschritt erzielt",1,0,37,1690,3083,0.5457063092518,0.11850265963505,0.18961136185774,0.36676259100721,0.44033384902993,0.51258273229085,0.24709320094275,13,8,kognition,2.4410912603643,1,4.4732592640319,0,0,0,,,0,1
2413,0,12,MAT,2024-03-11,Gleichungssysteme: Berechnen einer Variablen,"Erst hat er seine Deutsch - HA schnell gemacht. | Dann hat er bißchen gebraucht, um sich für Mathe motivieren (zu lassen). Er hing erst fest und hat dann mit meinen Hinweisen wieder den Einstieg gefunden und konzentriert im Kopf und schriftlich die Gleichungen umgestellt und Brüche berechnet. | Absprachen einhaltendfleißig / bemühtbenötigt AufforderungvorbereitetBasiswissen vorhandenfähig zu Transferdenken",1,0,37,1688,3079,0.56613323994048,0.0,0.27178677515269,0.23058978976272,0.3713705654643,0.62806916743141,0.1416179302424,2,2,performanz,1.1589878308294,1,1.8453087816387,0,0,0,,,0,1
2414,0,12,MAT,2024-03-11,Gleichungssysteme: Berechnen einer Variablen,"Erst hat er seine Deutsch - HA schnell gemacht. | Dann hat er bißchen gebraucht, um sich für Mathe motivieren (zu lassen). Er hing erst fest und hat dann mit meinen Hinweisen wieder den Einstieg gefunden und konzentriert im Kopf und schriftlich die Gleichungen umgestellt und Brüche berechnet. | Absprachen einhaltendfleißig / bemühtbenötigt AufforderungvorbereitetBasiswissen vorhandenfähig zu Transferdenken",1,0,37,1688,3080,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,0,1
2410,0,12,MAT,2024-03-25,Brüche: Berechnung von Brüchen und Wahrscheinlichkeiten/ Prozentanteil,"Er bat darum erst seine Deutsch - HA machen zu dürfen, weil noch Test ansteht = schnell erledigt. | Danach hat er bißchen gebraucht, um sich für Mathe zu motivieren. Allerdings ist er durch seine Erkältung/ Schnupfen erschöpft und hat geringere Konzentration. | Er hing erst an der Aufgabe fest und hat dann nachm Besprechen den Lösungsweg gefunden und zügig schriftlich die Brüche berechnet. | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigvorbereitetBasiswissen vorhandenbeherrscht Thema",1,0,37,1684,3073,0.42711030066087,0.0,0.33083386705283,0.43220567483439,0.32052607427476,0.57539941283205,0.29579842272821,4,3,performanz,1.969647522874,1,3.4230861640708,0,0,0,,,0,1
2411,0,12,MAT,2024-03-25,Brüche: Berechnung von Brüchen und Wahrscheinlichkeiten/ Prozentanteil,"Er bat darum erst seine Deutsch - HA machen zu dürfen, weil noch Test ansteht = schnell erledigt. | Danach hat er bißchen gebraucht, um sich für Mathe zu motivieren. Allerdings ist er durch seine Erkältung/ Schnupfen erschöpft und hat geringere Konzentration. | Er hing erst an der Aufgabe fest und hat dann nachm Besprechen den Lösungsweg gefunden und zügig schriftlich die Brüche berechnet. | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigvorbereitetBasiswissen vorhandenbeherrscht Thema",1,0,37,1684,3074,0.21369300666248,0.40595190964376,0.44749922972308,0.50169242846605,0.25219941984974,0.32328671687719,0.4116572205145,3,2,motivation,1.438192856369,1,2.8666724029343,1,0,1,bisschen,,0,1
2412,0,12,MAT,2024-03-25,Brüche: Berechnung von Brüchen und Wahrscheinlichkeiten/ Prozentanteil,"Er bat darum erst seine Deutsch - HA machen zu dürfen, weil noch Test ansteht = schnell erledigt. | Danach hat er bißchen gebraucht, um sich für Mathe zu motivieren. Allerdings ist er durch seine Erkältung/ Schnupfen erschöpft und hat geringere Konzentration. | Er hing erst an der Aufgabe fest und hat dann nachm Besprechen den Lösungsweg gefunden und zügig schriftlich die Brüche berechnet. | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigvorbereitetBasiswissen vorhandenbeherrscht Thema",1,0,37,1684,3075,0.53398528562424,0.055624306044656,0.14961713019932,0.35334143352973,0.46452730929901,0.44341598134025,0.39002908875892,8,5,kognition,2.5713476380703,1,4.8153804373308,0,0,0,,,0,1
2409,4,12,MAT,2024-03-27,"Brüche: Wiederholung,","wusste nicht mehr wie man Brüche addiert, unmotiviert und unaufmerksam | desinteressiert / gleichgültigstörend / blockierend / resignierendunkonzentriertUnverständnis",3,2,34,1683,3071,-0.35463519737792,-0.035948553345982,-0.11123618598031,-0.47967406001598,-0.37493589276418,-0.44706822447464,-0.53854446794457,3,3,regulation,-2.8193081778064,-1,5.235041784241,1,0,1,nicht,,1,3
2407,0,12,MAT,2024-04-08,"Gleichungen und Ungleichungen: Variable in Gleichung berechnen, x Einsetzen zur Probe","Es fiel ihm schwer, nach den Ferien sich wieder an den Rechen - Vorgang zu erinnern. | Er bat um ein Arbeitsblatt, war unkonzentriert, brauchte mehrmals Hilfe, rechnete allerdings x im Kopf aus. | Absprachen einhaltendbenötigt AufforderungunkonzentriertBasiswissen vorhanden",1,0,37,1681,3068,0.24487831290449,0.045147567131966,-0.5608787473961,-0.17341843557411,0.033637705745528,-0.74070715834577,0.20862539315691,3,3,performanz,-0.43263173633716,-1,0.58406932401162,0,0,0,,,1,-1
2408,0,12,MAT,2024-04-08,"Gleichungen und Ungleichungen: Variable in Gleichung berechnen, x Einsetzen zur Probe","Es fiel ihm schwer, nach den Ferien sich wieder an den Rechen - Vorgang zu erinnern. | Er bat um ein Arbeitsblatt, war unkonzentriert, brauchte mehrmals Hilfe, rechnete allerdings x im Kopf aus. | Absprachen einhaltendbenötigt AufforderungunkonzentriertBasiswissen vorhanden",1,0,37,1681,3069,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,0,1
2406,0,12,MAT,2024-04-22,"Mathematik: Zuordnungen (proportional, antiproportional)",Er hört gut zu und hat seine Aufgaben ohne Aufforderung fleißig gelöst. Das Thema Zuordnungen wurde bei angefangen und dafür konnte er die Aufgaben schon gut lösen. Material: AB‘s aus dem OLC der Schülerhilfe | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzielt,1,0,36,1675,3063,0.0,0.5012089587606,0.47283864034019,0.63045152045358,0.0,0.31459530870634,0.16959145900201,1,1,motivation,1.0,1,1.5861547843764,0,0,0,,,0,0
2405,4,12,MAT,2024-04-24,Zuordnungen: Hausaufgabe; schriftliches dividieren,zurückhaltend und hat Probleme sich zu melden bei Schwierigkeiten | störend / blockierend / resignierendAbsprachen einhaltendbenötigt AufforderungLernfortschritt erzielt,3,2,34,1674,3061,-0.1697910888066,-0.81502019546496,0.027529386378772,-0.062265748596401,0.010123454127805,-0.54656706326571,0.058513564885447,3,3,sozial,-1.0,-1,1.22695346123,0,0,0,,,1,-1
2404,0,12,MAT,2024-04-29,"Mathematik: Zuordnungen, proportionale Zuordnungen; Sachaufgaben","Er hat fleißig gearbeitet. Zuordnungen mit Brüchen (kürzen und erweitern) zu vergleichen, hilft ihm. Seine Aufgaben hat er gut gelöst. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzielt",1,0,36,1673,3059,0.0,0.5012089587606,0.47283864034019,0.63045152045358,0.0,0.31459530870634,0.16959145900201,1,1,motivation,1.0,1,1.5861547843764,0,0,0,,,0,0
2403,0,12,MAT,2024-05-06,Zuordnungen: Proportionalität,Aufgaben zum Thema aus den SH Lehrmitteln (stufe 2). Ich habe Proportionalität anhand der Geradengleichung (y=n*x) erklärt (vorweggegriffen). Hat noch sehr Probleme es anzuwenden. | beteiligt sich / gute Mitarbeitfleißig / bemühtkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenUnverständnis,1,0,15,1671,3057,0.60273992784923,0.037134302497627,0.027653151443302,0.3168478514045,0.41593422321658,0.40889190195575,0.44041844559606,4,4,kognition,1.9786324172235,1,3.2827199566562,1,0,1,sehr,,0,1
2402,4,12,MAT,2024-05-15,Mathematik: Kreisdiagramm,"arbeitet sehr langsam, muss angesprochen werden für Korrektur und Fragen | desinteressiert / gleichgültigAbsprachen einhaltendbenötigt AufforderungunkonzentriertUnverständnis",3,2,34,1668,3053,0.43323634607806,0.063293250266408,-0.062747518555323,0.38972551105851,0.51042301412223,0.30072290971758,0.54909374480861,3,3,regulation,1.53689315339,1,2.7989531423059,1,0,1,sehr,,0,1
2401,0,12,MAT,2024-05-27,Mathematik: Zuordnungen,Felix hat sich auf eine Klassenarbeit zum Thema Zuordnungen vorbereitet. Die Aufgaben konnte er größtenteils selbstständig lösen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,1,0,10,1665,3050,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0,1,1,kognition,0.811,1,0.99141868047763,0,0,0,,,0,1
2400,0,12,MAT,2024-06-03,Mathematik: Dreisatz,Wir haben Hausaufgaben zusammen gemacht. Benötigt noch viel Unterstützung bei den Aufgaben | beteiligt sich / gute Mitarbeitfleißig / bemühtvorbereitetunkonzentriertbenötigt AufforderungLernfortschritt erzieltBasiswissen vorhanden,1,0,15,1662,3048,0.77642166805509,-0.1337304753181,0.10644666458071,-0.14754143120737,0.44451910611943,0.1873785750225,-0.33685258266524,5,3,kognition,1.8143851256501,1,2.3368453458781,0,0,0,,,0,-1
2399,4,12,MAT,2024-06-12,Mathematik: Brüche,Felix hat verschiedene Übungen zum Rechnen mit Brüchen gemacht. Die Aufgaben fielen ihm leicht und er konnte diese selbstständig lösen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenkenbeherrscht Thema,3,2,10,1659,3045,0.42123744044348,0.086383249056085,0.20650898079698,0.4477473853082,0.39851133620073,0.44686631738203,0.46202575303498,6,5,regulation,1.9720680414444,1,4.2682976181147,1,1,1,leicht,leicht,0,1
2398,0,12,MAT,2024-06-17,"Mathematik: Absolute und relative Häufigkeit, das große Einmaleins","Arbeitet die Aufgaben zum Thema Daten und Zufall aus dem 5./6. Klasse SH Buch durch. Hat noch ein wenig Probleme mit ersterem Thema, das große Einmaleins funktioniert gut. | beteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden",1,0,15,1658,3043,0.47331007450077,0.040703445529487,0.14261561048078,0.38010243654032,0.42330490049926,0.49065126063858,0.43540046262524,7,5,performanz,2.1967430505563,1,4.4771884233715,1,0,1,wenig,,0,1
253,2,23,MAT,2024-08-05,"Lineare Funktion/Gleichung: Funktionsgraphen einzeichnen, ablesen, an Gleichungen ablesen: senkrecht oder parallel zueinander?","Mitgebrachtes Blatt, Kompetenzcheck (lineare Funktionen) | beteiligt sich / gute Mitarbeitfleißig / bemühtkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden",1,0,15,310,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0.0,0,0,0,,,1,-1
2397,4,12,MAT,2024-08-14,Mathematik: Geometrie,Felix hat Übungsaufgaben zur Geometrie aus seinem Lehrbuch gelöst. Er hat sehr konzentriert und eigenständig gearbeitet. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,3,2,10,1652,3040,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,0,1
2396,4,12,MAT,2024-08-28,Mathematik: Rationale Zahlen,"Felix hat Übungen zu rationalen Zahlen gelöst. Er war aufgrund seines langen Schultags und der Hitze etwas erschöpft, weshalb er die Aufgaben ziemlich langsam bearbeitet hat. Trotzdem war er selbstständig und konzentriert. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken",3,2,10,1649,3036,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,0,1
2395,0,12,MAT,2024-09-02,Mathematik: Dreiecksberechnung,"Ist manchmal etwas am Tag träumen, löst allerdings viele seiner Aufgaben trotzdem | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema",1,0,8,1647,3034,0.71360642690717,-0.09878923743348,0.025281188122702,0.20496504585658,0.49562781589438,0.42898465921543,0.093071688912798,3,3,kognition,0.72681123842791,1,1.0184943337936,3,1,1,"manchmal, etwas, trotzdem",etwas,0,4
2394,4,12,MAT,2024-09-04,Geometrie: Quadrate,"Felix ist Top, erledigt seine Aufgaben und stehlt spezifische Frage die wir gemeinsam lösen. Beim nächsten mal etwas schwerere Aufgaben vorgeben! | Absprachen einhaltendfleißig / bemühtbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken",3,2,14,1646,3032,0.51255727471549,0.040590769864587,0.21549239702297,0.36252327303882,0.3869321673945,0.56142717293253,0.30472056319883,6,5,performanz,1.9566800665886,1,3.4851794616504,1,1,1,etwas,etwas,0,1
2393,4,12,MAT,2024-09-11,Mathematik: Geometrie,"Felix Arbeit top mit, macht seine Aufgaben in der Zeit und setzt sich selber neue Herausforderungen! | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden",3,2,14,1644,3029,0.53673094011862,0.041290036498059,0.25133439154606,0.38428151257827,0.43332676323914,0.43507134259578,0.34972880974829,9,6,kognition,2.4529142600913,1,4.5700903552155,0,0,0,,,0,1
2392,4,12,MAT,2024-09-18,Mathematik: Geometrie,Felix arbeitet Prima er hat beim letzten Test wofür wir geübt haben eine 2 geschrieben er macht super Fortschritte! | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht ThemaBasiswissen vorhanden,3,2,14,1642,3026,0.39323593743889,0.035920247585337,0.27848929516319,0.4781095253609,0.38989721222046,0.45812128262683,0.41956011829091,7,6,motivation,2.0837150189889,1,4.3582278272343,0,0,0,,,0,1
2391,4,12,MAT,2024-10-02,Mathematik: Geometrie,Felix wie imme top hat auf jeden Fall seine Aufgaben alleine gelöst und sich verbessert! | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigvorbereitetkonzentriertLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema,3,2,14,1638,3021,0.64923284646228,0.027231026458431,0.15799582819107,0.25922762223241,0.42078013428621,0.4812683605133,0.27732936453312,5,4,kognition,1.9073327182972,1,2.9378153560189,0,0,0,,,0,1
2390,4,12,MAT,2024-10-23,Mathematik: Geometrie Arbeit Vorbereitung,"Felix macht super mit, er setzt alles perfekt um und bei Unverständnis stellt er direkt fragen. | Absprachen einhaltendfleißig / bemühtbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema",3,2,14,1635,3018,0.412055905652,0.052282238731221,0.22623987809287,0.48840052916344,0.36247337745448,0.44474130355365,0.45669575596432,8,5,motivation,2.3543941247134,1,4.8206115680112,0,0,0,,,0,1
917,7,6,MAT,2024-10-25,Mathematik: Brüche,"Karl hat sehr gut mitgearbeitet, kann teilweise Rechenwege noch nicht 100% im Kopf behalten | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhanden | 76 – 97 of 97 | add | Fach		Thema",5,4,8,944,1419,0.13676105174418,-0.038339303144554,0.31386227661556,0.28824978681536,0.036353875622491,0.8926715389351,-0.0056616677270978,2,2,performanz,1.3830068243652,1,1.5492797040439,3,1,1,"sehr, teilweise, nicht",teilweise,0,-1
