datum,mean_delta_norm,mean_resonance_change,operator_rate
2025-11-07,1.6835956825147176,0.09063700261801871,0.5384615384615384
2025-11-10,1.7364467961522236,0.11925753494706977,0.375
2025-11-11,1.7055611851304497,0.16603135983533676,0.22857142857142856
2025-11-12,1.7463662426974187,0.1667638685576582,0.4883720930232558
2025-11-13,1.6531054130873084,0.14786791616217615,0.4444444444444444
2025-11-14,1.5063679527189133,0.06668110081227341,0.7083333333333334
2025-11-17,1.89551639171752,0.21938998955131558,0.35294117647058826
2025-11-18,1.3891378611211955,0.06782801729386874,0.4090909090909091
2025-11-20,1.8071095684851022,0.18135292657645571,0.38235294117647056
2025-11-24,1.7188936703631368,0.14346921716426417,0.3076923076923077
2025-11-25,2.2204950374687424,0.3716664173119129,0.2777777777777778
2025-11-26,1.9090313026893535,0.17601626870738593,0.46808510638297873
2025-11-27,1.492153364586071,0.06480222957551601,0.53125
2025-11-28,1.299699458497834,0.04585534459409982,0.48148148148148145
2025-12-01,1.6388643797259552,0.0807103912670037,0.34782608695652173
2025-12-02,2.0399838300227575,0.24372090822129436,0.3939393939393939
2025-12-03,1.8304743782005821,0.14825468011042087,0.6060606060606061
2025-12-04,1.4610022664042013,0.05752248770065166,0.375
2025-12-05,1.6982901115254347,0.07875493530532787,0.8
2025-12-08,1.5366386986540805,0.06737552571379823,0.4772727272727273
2025-12-09,1.4720504588557302,0.08299299558512438,0.65625
2025-12-10,2.0548992571991955,0.18063734417905994,0.6181818181818182
2025-12-11,1.6137372545882165,0.09814144772430435,0.39473684210526316
2025-12-12,1.7797324337204368,0.19672902847864968,0.13333333333333333
2025-12-15,1.5379866426210782,0.08478470727808873,0.5
2025-12-16,1.3610817710019367,0.06967974264402917,0.5
2025-12-17,1.8242558997107712,0.12001084403952127,0.4
2025-12-18,1.311587689757199,0.05020718469359037,0.3333333333333333
2025-12-22,1.1384942914828156,0.041642528534114,0.25
2025-12-23,1.9916464894745756,0.13968371646294284,0.7272727272727273
2026-01-05,1.3375474222099364,0.04107595207127182,0.391304347826087
2026-01-06,2.080802006574296,0.21252064982675048,0.5909090909090909
2026-01-07,1.5023802773286539,0.10157958822259384,0.3333333333333333
2026-01-08,1.9293116104062453,0.16789397258032202,0.42857142857142855
2026-01-09,1.1702657705059518,0.022405465749490455,0.75
2026-01-12,1.516895630346713,0.06206000819804989,0.375
2026-01-13,1.4853898737601448,0.11762383722631387,0.38461538461538464
2026-01-14,1.6040632431082962,0.12426322526306707,0.4864864864864865
2026-01-15,1.4382962826226169,0.052548776506556844,0.42424242424242425
2026-01-16,1.8633590792467938,0.08486665790642572,0.4444444444444444
2026-01-19,1.3137262810414008,0.07256325187683663,0.3939393939393939
2026-01-20,1.6063582804544896,0.17262377164286308,0.45
2026-01-21,1.879381189037858,0.1850565886986358,0.425531914893617
2026-01-22,1.7709695305673365,0.16368402371799823,0.4473684210526316
2026-01-23,1.9338034425566064,0.15855438888191767,0.125
2026-01-26,1.6984303402180707,0.062074954127726026,0.3888888888888889
2026-01-27,1.5423634389465715,0.1606415954769871,0.4117647058823529
2026-01-28,1.6144215770749615,0.11301528906196676,0.3783783783783784
2026-01-29,1.9663597529400783,0.22198266182583942,0.3488372093023256
