id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,x_vector,sum_vector,vector_norm_x,vector_norm_sum,operator_list,modulator_list,sequence_index,has_previous_state,prev_id,delta_vector,delta_norm,delta_d_semantisch,cosine_prev_current,resonance_change,polaritaet_change,dominanz_change,dominanz_from,dominanz_to
2395,0,12,MAT,2024-09-02,Mathematik: Dreiecksberechnung,"Ist manchmal etwas am Tag träumen, löst allerdings viele seiner Aufgaben trotzdem | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema",1,0,8,1647,3034,0.71360642690717,-0.09878923743348,0.025281188122702,0.20496504585658,0.49562781589438,0.42898465921543,0.093071688912798,0.72681123842791,-0.10061726645816,0.025748999666423,0.20875778748113,0.50479907843708,0.43692273454188,0.094793918511174,3,3,kognition,0.72681123842791,1,1.0184943337936,3,1,1,"manchmal, etwas, trotzdem",etwas,"[0.71360642690717, -0.09878923743348, 0.025281188122702, 0.20496504585658, 0.49562781589438, 0.42898465921543, 0.093071688912798]","[0.72681123842791, -0.10061726645816, 0.025748999666423, 0.20875778748113, 0.50479907843708, 0.43692273454188, 0.094793918511174]",0.9999901816814426,1.0184943337935883,"['manchmal', 'etwas', 'trotzdem']",['etwas'],0,0,,,,,,,0,0,,kognition
2388,0,12,MAT,2024-11-11,weitere Themen: Physik: Kraft an der schrägen Ebene,Braucht glaube ich Hilfe dabei Lernstrategien zu verinnerlichen | Absprachen einhaltendbeteiligt sich / gute MitarbeitunkonzentriertMaterialien fehlenUnverständnisBasiswissen vorhanden | 76 – 100 of 183 | add | Fach		Thema,1,0,8,1628,3011,0.60840573067729,-0.11099689691275,-0.046026072708122,0.30199080825102,0.48021443262253,0.44854694182111,0.30396804285796,1.4354708924276,-0.26188578876578,-0.1085937957746,0.71251632449687,1.1330166785015,1.0583004833877,0.71718140666597,5,5,kognition,1.4354708924276,1,2.3593873890246,0,0,0,,,"[0.60840573067729, -0.11099689691275, -0.046026072708122, 0.30199080825102, 0.48021443262253, 0.44854694182111, 0.30396804285796]","[1.4354708924276, -0.26188578876578, -0.1085937957746, 0.71251632449687, 1.1330166785015, 1.0583004833877, 0.71718140666597]",0.9999957616296239,2.359387389024579,[],[],1,1,2395.0,"[0.7086596539996901, -0.16126852230762, -0.134342795441023, 0.50375853701574, 0.6282176000644198, 0.6213777488458201, 0.6223874881547959]",1.4029114501637037,1.3408930552309999,0.9645932698933402,0.035406730106659845,0,0,kognition,kognition
2386,0,12,MAT,2024-11-25,weitere Themen: Physik vorbereitung LK,"Hat teils sehr viel Zeit auf Klo verbracht, hat sein Handy natürlich auch mitgenommen. Wirkte sehr K.O | desinteressiert / gleichgültigunkonzentriertBasiswissen vorhanden",1,0,8,1625,3006,0.77896474345693,-0.072170147783967,0.096751518722138,-0.26342103941148,0.53758217699744,0.07502050206172,-0.12088499753815,0.86347584687083,-0.08,0.10724824231953,-0.292,0.59590530822425,0.083159593671649,-0.134,3,3,kognition,0.86347584687083,1,1.1084815641225,2,0,1,sehr,,"[0.77896474345693, -0.072170147783967, 0.096751518722138, -0.26342103941148, 0.53758217699744, 0.07502050206172, -0.12088499753815]","[0.86347584687083, -0.08, 0.10724824231953, -0.292, 0.59590530822425, 0.083159593671649, -0.134]",0.99999097873153,1.1084815641224701,['sehr'],[],2,1,2388.0,"[-0.57199504555677, 0.18188578876578, 0.21584203809413, -1.00451632449687, -0.5371113702772499, -0.9751408897160511, -0.85118140666597]",1.8384231748476592,-1.2509058249021,0.6530018706509164,0.3469981293490836,0,0,kognition,kognition
2758,0,17,ENG,2025-01-06,Fragewörter: Fragen stellen und beantworten,"Hatte am Anfang noch kein Konzept, hatte das Thema erst kurz vor den Ferien angefangen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertBasiswissen vorhandenLernfortschritt erzielt",1,0,8,1863,3516,-0.77454610303716,-0.013900964432644,-0.10575594061038,-0.16236326457328,-0.42348213249437,-0.36422267860218,-0.22436156594287,-2.7859437623561,-0.05,-0.38039065966543,-0.584,-1.5232113374087,-1.3100626232338,-0.807,3,2,kognition,-2.7859437623561,-1,3.5968627380227,1,0,1,kein,,"[-0.77454610303716, -0.013900964432644, -0.10575594061038, -0.16236326457328, -0.42348213249437, -0.36422267860218, -0.22436156594287]","[-2.7859437623561, -0.05, -0.38039065966543, -0.584, -1.5232113374087, -1.3100626232338, -0.807]",0.9999972198071105,3.596862738022705,['kein'],[],0,0,,,,,,,0,0,,kognition
822,1,2,MAT,2025-01-13,weitere Themen: Gleichungssysteme,"Hatte keine Aufzeichnungen, die ihn etwas bringen. Hatte Unverständnis und wirkte sehr angekratzt, als das so ausgesprochen wurde. | störend / blockierend / resignierendunkonzentriertMaterialien fehlenUnverständnis",1,0,8,809,1246,-0.8180082287575,0.0,-0.17852953944522,0.0,-0.48515654504606,-0.25216036644806,0.0,-0.58392,0.0,-0.12744,0.0,-0.34632,-0.18,0.0,1,1,kognition,-0.58392,-1,0.71382144994389,3,1,1,"keine, etwas, sehr",etwas,"[-0.8180082287575, 0.0, -0.17852953944522, 0.0, -0.48515654504606, -0.25216036644806, 0.0]","[-0.58392, 0.0, -0.12744, 0.0, -0.34632, -0.18, 0.0]",0.9999859910907525,0.7138214499438917,"['keine', 'etwas', 'sehr']",['etwas'],0,0,,,,,,,0,0,,kognition
917,7,6,MAT,2024-10-25,Mathematik: Brüche,"Karl hat sehr gut mitgearbeitet, kann teilweise Rechenwege noch nicht 100% im Kopf behalten | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhanden | 76 – 97 of 97 | add | Fach		Thema",5,4,8,944,1419,0.13676105174418,-0.038339303144554,0.31386227661556,0.28824978681536,0.036353875622491,0.8926715389351,-0.0056616677270978,0.21188248938148,-0.059398687622077,0.48626359364827,0.44658242690589,0.056322685204019,1.3830068243652,-0.0087715635173104,2,2,performanz,1.3830068243652,1,1.5492797040439,3,1,1,"sehr, teilweise, nicht",teilweise,"[0.13676105174418, -0.038339303144554, 0.31386227661556, 0.28824978681536, 0.036353875622491, 0.8926715389351, -0.0056616677270978]","[0.21188248938148, -0.059398687622077, 0.48626359364827, 0.44658242690589, 0.056322685204019, 1.3830068243652, -0.0087715635173104]",0.9999935454292564,1.54927970404393,"['sehr', 'teilweise', 'nicht']",['teilweise'],0,0,,,,,,,0,0,,performanz
913,7,6,MAT,2025-01-10,Zuordnungen: Porportionalität,"Ist sehr ruhig, aber gibt sich kontinuierlich Mühe | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhanden",5,4,8,927,1399,0.20292797280367,0.60806717554425,0.18347546557776,0.54023159011659,0.21559009046064,0.33885349502664,0.31977243928136,0.6833352282691,2.0475921405152,0.61783127983865,1.8191640701386,0.72597336701336,1.1410478662685,1.0767947354498,3,3,sozial,2.0475921405152,1,3.3673681826531,2,0,1,"sehr, aber",,"[0.20292797280367, 0.60806717554425, 0.18347546557776, 0.54023159011659, 0.21559009046064, 0.33885349502664, 0.31977243928136]","[0.6833352282691, 2.0475921405152, 0.61783127983865, 1.8191640701386, 0.72597336701336, 1.1410478662685, 1.0767947354498]",0.9999970303305861,3.3673681826531117,"['sehr', 'aber']",[],1,1,917.0,"[0.47145273888761996, 2.106990828137277, 0.13156768619038006, 1.37258164323271, 0.6696506818093411, -0.2419589580967001, 1.0855662989671104]",2.872002580213369,1.8180884786092002,0.52626435977002,0.47373564022998005,0,1,performanz,sozial
975,7,11,MAT,2024-10-25,Mathematik: Brüche,Zoey arbeitet sehr zielstrebig. Sie macht vereinzelt noch Konzeptuelle Fehler | Absprachen einhaltendbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhanden | 76 – 85 of 85 | add | Fach		Thema,5,4,8,1029,1534,0.22049545955794,0.28858107535127,0.33972487441318,0.56881645667573,0.31220275959035,0.41027992322792,0.40414369434204,0.83847919002292,1.0973887027043,1.2918734839243,2.1630411928725,1.187214999842,1.5601735219424,1.5368392535799,4,4,motivation,2.1630411928725,1,3.8026950158037,2,0,1,"sehr, vereinzelt",,"[0.22049545955794, 0.28858107535127, 0.33972487441318, 0.56881645667573, 0.31220275959035, 0.41027992322792, 0.40414369434204]","[0.83847919002292, 1.0973887027043, 1.2918734839243, 2.1630411928725, 1.187214999842, 1.5601735219424, 1.5368392535799]",0.9999973702930003,3.8026950158037303,"['sehr', 'vereinzelt']",[],0,0,,,,,,,0,0,,motivation
2401,0,12,MAT,2024-05-27,Mathematik: Zuordnungen,Felix hat sich auf eine Klassenarbeit zum Thema Zuordnungen vorbereitet. Die Aufgaben konnte er größtenteils selbstständig lösen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,1,0,10,1665,3050,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0,0.811,0.0,0.177,0.0,0.481,0.25,0.0,1,1,kognition,0.811,1,0.99141868047763,0,0,0,,,"[0.81801143740294, 0.0, 0.17853023972912, 0.0, 0.48515844807745, 0.25216135554961, 0.0]","[0.811, 0.0, 0.177, 0.0, 0.481, 0.25, 0.0]",0.9999899135457806,0.9914186804776275,[],[],0,0,,,,,,,0,0,,kognition
2399,4,12,MAT,2024-06-12,Mathematik: Brüche,Felix hat verschiedene Übungen zum Rechnen mit Brüchen gemacht. Die Aufgaben fielen ihm leicht und er konnte diese selbstständig lösen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenkenbeherrscht Thema,3,2,10,1659,3045,0.42123744044348,0.086383249056085,0.20650898079698,0.4477473853082,0.39851133620073,0.44686631738203,0.46202575303498,1.79797097608,0.36871028002359,0.88144385594486,1.9111235757019,1.7009689722106,1.9073629067606,1.9720680414444,6,5,regulation,1.9720680414444,1,4.2682976181147,1,1,1,leicht,leicht,"[0.42123744044348, 0.086383249056085, 0.20650898079698, 0.4477473853082, 0.39851133620073, 0.44686631738203, 0.46202575303498]","[1.79797097608, 0.36871028002359, 0.88144385594486, 1.9111235757019, 1.7009689722106, 1.9073629067606, 1.9720680414444]",0.9999976571510585,4.2682976181146834,['leicht'],['leicht'],0,0,,,,,,,0,0,,regulation
2397,4,12,MAT,2024-08-14,Mathematik: Geometrie,Felix hat Übungsaufgaben zur Geometrie aus seinem Lehrbuch gelöst. Er hat sehr konzentriert und eigenständig gearbeitet. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,3,2,10,1652,3040,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,0.507,0.05,0.12,0.584,0.481,0.624,1.0,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,"[0.33907378335502, 0.033439229127714, 0.080254149906513, 0.39057019621169, 0.3216853842086, 0.41732157951387, 0.66878458255427]","[0.507, 0.05, 0.12, 0.584, 0.481, 0.624, 1.0]",0.9999933121541729,1.4952397801021748,[],[],1,1,2399.0,"[-1.29097097608, -0.31871028002359003, -0.76144385594486, -1.3271235757019002, -1.2199689722106002, -1.2833629067605998, -0.9720680414444001]",2.8617297138997584,-2.7730578380125004,0.9608557559664015,0.03914424403359851,0,0,regulation,regulation
2396,4,12,MAT,2024-08-28,Mathematik: Rationale Zahlen,"Felix hat Übungen zu rationalen Zahlen gelöst. Er war aufgrund seines langen Schultags und der Hitze etwas erschöpft, weshalb er die Aufgaben ziemlich langsam bearbeitet hat. Trotzdem war er selbstständig und konzentriert. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken",3,2,10,1649,3036,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427,0.507,0.05,0.12,0.584,0.481,0.624,1.0,1,1,regulation,1.0,1,1.4952397801022,0,0,0,,,"[0.33907378335502, 0.033439229127714, 0.080254149906513, 0.39057019621169, 0.3216853842086, 0.41732157951387, 0.66878458255427]","[0.507, 0.05, 0.12, 0.584, 0.481, 0.624, 1.0]",0.9999933121541729,1.4952397801021748,[],[],2,1,2397.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,1.0,0.0,0,0,regulation,regulation
909,0,6,MAT,2025-06-02,Geometrie: Oberflächeninhalt und Volumen von verschiedenen Prismen,"Nachdem wir zu Beginn Aufgaben zur Volumen-/Oberflächenberechnung zusammen gelöst haben, konnte Karl mit ein wenig Hilfe dies auf andere Prismen anwenden | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtkonzentriertarbeitet selbstständigvorbereitetBasiswissen vorhanden",1,0,12,884,1360,0.64633345311353,0.024003768990041,0.13329549030613,0.249982108482,0.4941178302569,0.4250637834785,0.27672916535662,1.7320972701215,0.064327264108013,0.35721616104901,0.66992250763917,1.3241773898341,1.1391207053324,0.74160145907381,4,3,kognition,1.7320972701215,1,2.6798718191719,1,0,1,wenig,,"[0.64633345311353, 0.024003768990041, 0.13329549030613, 0.249982108482, 0.4941178302569, 0.4250637834785, 0.27672916535662]","[1.7320972701215, 0.064327264108013, 0.35721616104901, 0.66992250763917, 1.3241773898341, 1.1391207053324, 0.74160145907381]",0.999996268492168,2.6798718191718347,['wenig'],[],0,0,,,,,,,0,0,,kognition
529,0,8,MAT,2025-05-15,Geometrie: Umfang und Flächeninhalt vom Kreis,"Kann eigenständig Formeln für Umfang und Flächeninhalt anwenden, leichte Probleme mit der Umrechnung von Brüchen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetbeherrscht ThemaLernfortschritt erzielt",4,3,12,508,771,0.31636149321959,0.18681643735396,0.10786420183217,0.39532500409799,0.38424419058719,0.38035130705377,0.6362229349723,0.77713918325662,0.45891291024916,0.26496744866575,0.97111234265286,0.94389242320577,0.93432958956604,1.5628759588333,3,3,regulation,1.5628759588333,1,2.4564810708561,0,0,0,,,"[0.31636149321959, 0.18681643735396, 0.10786420183217, 0.39532500409799, 0.38424419058719, 0.38035130705377, 0.6362229349723]","[0.77713918325662, 0.45891291024916, 0.26496744866575, 0.97111234265286, 0.94389242320577, 0.93432958956604, 1.5628759588333]",0.9999959291527166,2.4564810708560922,[],[],0,0,,,,,,,0,0,,regulation
2377,0,12,MAT,2025-05-05,Prozent- und Zinsrechnung: Monats- und Tageszins,"Löst eigenständig Aufgaben zu Tages- und Monatszins, teils kleine Fehler beim Eintippen in den Taschenrechner | Absprachen einhaltendfleißig / bemühtbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertvorbereitetbeherrscht Thema",1,0,12,1584,2964,0.48290780948926,0.11731649097598,0.12662994423003,0.34729939776507,0.45097294355673,0.42319516836709,0.48364141389889,1.8898893906066,0.45912529737962,0.49557406906828,1.3591775372083,1.7649103301517,1.6562002998022,1.892760396549,7,5,regulation,1.892760396549,1,3.9135514572177,0,0,0,,,"[0.48290780948926, 0.11731649097598, 0.12662994423003, 0.34729939776507, 0.45097294355673, 0.42319516836709, 0.48364141389889]","[1.8898893906066, 0.45912529737962, 0.49557406906828, 1.3591775372083, 1.7649103301517, 1.6562002998022, 1.892760396549]",0.9999974447826865,3.913551457217757,[],[],0,0,,,,,,,0,0,,regulation
2376,0,12,MAT,2025-05-12,Prozent- und Zinsrechnung: Prozentrechnung,"Grundlegend das Konzept verstanden, kann nach anfänglicher Hilfe eigenständig Aufgaben lösen | beteiligt sich / gute Mitarbeitfleißig / bemühtAbsprachen einhaltendkonzentriertarbeitet selbstständigvorbereitetBasiswissen vorhandenLernfortschritt erzielt",1,0,12,1582,2961,0.62729540848379,0.090561723482318,0.22717583235997,0.21605312167863,0.49577012117614,0.39124498306449,0.31803371973125,2.4418662631931,0.35252867200576,0.88432498205822,0.84102772274355,1.9298791555406,1.5229952457295,1.2380065281311,6,3,kognition,2.4418662631931,1,3.8926795210269,0,0,0,,,"[0.62729540848379, 0.090561723482318, 0.22717583235997, 0.21605312167863, 0.49577012117614, 0.39124498306449, 0.31803371973125]","[2.4418662631931, 0.35252867200576, 0.88432498205822, 0.84102772274355, 1.9298791555406, 1.5229952457295, 1.2380065281311]",0.9999974310820462,3.892679521026902,[],[],1,1,2377.0,"[0.5519768725864997, -0.10659662537386, 0.38875091298993997, -0.51814981446475, 0.16496882538890012, -0.1332050540727001, -0.6547538684179002]",1.0996857455567677,-0.020871936190800078,0.9603237133113549,0.03967628668864509,0,1,regulation,kognition
