id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,x_vector,sum_vector,vector_norm_x,vector_norm_sum,operator_list,modulator_list,sequence_index,has_previous_state,prev_id,delta_vector,delta_norm,delta_d_semantisch,cosine_prev_current,resonance_change,polaritaet_change,dominanz_change,dominanz_from,dominanz_to
728,0,4,ENG,2025-09-02,Lineare Funktion/Gleichung: VorbLK,"kann Gelerntes nur teilweise auf andere Fächer oder den Alltag übertragen | Ausdauer hat sich geringfügig verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe noch nicht auf andere Aufgaben übertragen | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | arbeitet wenig konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben | nur 30'/keine Vorb mgl",2,1,1,736,1106,0.3779217885154,0.27275714624174,0.33240350281161,0.47190795427221,0.3699431106647,0.45875909404899,0.31979174360427,1.5475341902998,1.1169004335946,1.3611434990217,1.9323937282884,1.5148626769271,1.8785510778319,1.3095001983011,7,5,motivation,1.9323937282884,1,4.094843055123,2,0,1,"wenig, gelegentlich",,"[0.3779217885154, 0.27275714624174, 0.33240350281161, 0.47190795427221, 0.3699431106647, 0.45875909404899, 0.31979174360427]","[1.5475341902998, 1.1169004335946, 1.3611434990217, 1.9323937282884, 1.5148626769271, 1.8785510778319, 1.3095001983011]",0.9999975579099234,4.0948430551229675,"['wenig', 'gelegentlich']",[],4,1,727.0,"[-0.2843097791489999, 0.9291905750484, 0.95413272257441, 0.21765047373550006, -0.10743317790419993, -0.2511107040566003, -0.6330863029826999]",1.541870583646297,-0.08102032642929924,0.9306763388691013,0.06932366113089872,0,1,performanz,motivation
700,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1077,0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904,1.6517086769815,0.11669460458389,0.43147577807754,1.1474111423058,1.2645691013049,1.6382390893999,1.0713813107555,4,4,kognition,1.6517086769815,1,3.1105149252108,0,0,0,,,"[0.53100641103836, 0.037516048702287, 0.13871477916169, 0.36888022758025, 0.4065452396975, 0.52667608483763, 0.34443746200904]","[1.6517086769815, 0.11669460458389, 0.43147577807754, 1.1474111423058, 1.2645691013049, 1.6382390893999, 1.0713813107555]",0.9999967851085455,3.110514925210801,[],[],5,1,728.0,"[0.10417448668169982, -1.00020582901071, -0.92966772094416, -0.7849825859826001, -0.2502935756222, -0.24031198843199997, -0.23811888754560018]",1.633658803456731,-0.9843281299122002,0.9332680451572789,0.0667319548427211,0,1,motivation,kognition
701,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1078,0.54825333669542,0.048092397955738,0.072138596933607,0.35107450507689,0.36129413964248,0.4502650758606,0.48513206437851,0.4788,0.042,0.063,0.3066,0.315525,0.393225,0.423675,1,1,kognition,0.4788,1,0.87330889831434,2,0,1,"nur, bedingt",,"[0.54825333669542, 0.048092397955738, 0.072138596933607, 0.35107450507689, 0.36129413964248, 0.4502650758606, 0.48513206437851]","[0.4788, 0.042, 0.063, 0.3066, 0.315525, 0.393225, 0.423675]",0.999988549429059,0.8733088983143364,"['nur', 'bedingt']",[],6,1,700.0,"[-1.1729086769814998, -0.07469460458388999, -0.36847577807754, -0.8408111423058, -0.9490441013049, -1.2450140893999, -0.6477063107554999]",2.257055621504764,-2.23720602689646,0.9835797477803945,0.016420252219605525,0,0,kognition,kognition
702,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1079,0.40347494087039,0.22505599482653,0.25839719873117,0.41135780614535,0.40386812537331,0.3723598683429,0.49880163331123,0.8955487694197,0.4995319381735,0.57353572652121,0.91304549494437,0.89642147764039,0.82648607905215,1.1071349014458,4,4,regulation,1.1071349014458,1,2.2195795672921,2,0,1,"nur, bedingt",,"[0.40347494087039, 0.22505599482653, 0.25839719873117, 0.41135780614535, 0.40386812537331, 0.3723598683429, 0.49880163331123]","[0.8955487694197, 0.4995319381735, 0.57353572652121, 0.91304549494437, 0.89642147764039, 0.82648607905215, 1.1071349014458]",0.9999954946625506,2.2195795672920386,"['nur', 'bedingt']",[],7,1,701.0,"[0.41674876941969996, 0.4575319381735, 0.51053572652121, 0.6064454949443701, 0.58089647764039, 0.43326107905215, 0.6834599014458]",1.415525059790622,1.34627066897776,0.9506632806241876,0.04933671937581241,0,1,kognition,regulation
690,0,4,MAT,2025-10-27,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",1,0,1,722,1067,0.39737641086683,0.047325988210371,0.030414216433146,0.39703066566278,0.45471727313677,0.49260228587913,0.48152065627541,1.1498262508167,0.13693984368982,0.088004882767364,1.1488258217503,1.3157445763122,1.4253665391979,1.393301352962,3,3,performanz,1.4253665391979,1,2.8935343055325,0,0,0,,,"[0.39737641086683, 0.047325988210371, 0.030414216433146, 0.39703066566278, 0.45471727313677, 0.49260228587913, 0.48152065627541]","[1.1498262508167, 0.13693984368982, 0.088004882767364, 1.1488258217503, 1.3157445763122, 1.4253665391979, 1.393301352962]",0.9999965440308031,2.8935343055325675,[],[],8,1,702.0,"[0.2542774813970001, -0.36259209448368, -0.485530843753846, 0.23578032680592997, 0.41932309867180995, 0.59888046014575, 0.2861664515161999]",1.0506395822879433,0.6739547382404001,0.9494250166271682,0.05057498337283184,0,1,regulation,performanz
691,0,4,MAT,2025-10-27,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",1,0,1,722,1068,0.72410100478276,0.0,0.17470319108147,0.116754695985,0.4966933615981,0.39847706619926,0.16133739667791,2.1149148429999,0.0,0.51026358131971,0.34101076769353,1.4507149636928,1.1638501484371,0.47122549576828,4,2,kognition,2.1149148429999,1,2.9207356266883,1,1,1,etwas,etwas,"[0.72410100478276, 0.0, 0.17470319108147, 0.116754695985, 0.4966933615981, 0.39847706619926, 0.16133739667791]","[2.1149148429999, 0.0, 0.51026358131971, 0.34101076769353, 1.4507149636928, 1.1638501484371, 0.47122549576828]",0.9999965762167371,2.9207356266883795,['etwas'],['etwas'],9,1,690.0,"[0.9650885921831998, -0.13693984368982, 0.42225869855234593, -0.80781505405677, 0.13497038738060008, -0.2615163907608, -0.92207585719372]",1.6485896384915089,0.027201321155799985,0.8392481413077738,0.1607518586922262,0,1,performanz,kognition
692,0,4,MAT,2025-10-27,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",1,0,1,722,1069,0.49568317504876,0.021792505626107,0.18265534692838,0.34599423350428,0.40517032831338,0.57663348339209,0.32260265823754,1.4914297754564,0.065570092770204,0.54958012853372,1.0410401804211,1.2190913918322,1.7349960417186,0.97065874807935,3,3,performanz,1.7349960417186,1,3.0088267944093,0,0,0,,,"[0.49568317504876, 0.021792505626107, 0.18265534692838, 0.34599423350428, 0.40517032831338, 0.57663348339209, 0.32260265823754]","[1.4914297754564, 0.065570092770204, 0.54958012853372, 1.0410401804211, 1.2190913918322, 1.7349960417186, 0.97065874807935]",0.9999966764564868,3.0088267944093605,[],[],10,1,691.0,"[-0.6234850675434997, 0.065570092770204, 0.03931654721401001, 0.70002941272757, -0.23162357186060012, 0.5711458932814999, 0.49943325231107005]",1.2304107932117434,0.08809116772100012,0.9143062819069468,0.08569371809305315,0,1,kognition,performanz
693,0,4,MAT,2025-10-27,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",1,0,1,722,1070,0.42262531457781,0.16192150458247,0.16866783506966,0.43524035966832,0.39405455354042,0.43691172839776,0.48073966899788,1.7677000686115,0.67726339357129,0.7054810332955,1.8204645749078,1.6481981492895,1.8274553502253,2.0107729389583,5,5,regulation,2.0107729389583,1,4.1826548987587,2,0,1,"nur, sporadisch",,"[0.42262531457781, 0.16192150458247, 0.16866783506966, 0.43524035966832, 0.39405455354042, 0.43691172839776, 0.48073966899788]","[1.7677000686115, 0.67726339357129, 0.7054810332955, 1.8204645749078, 1.6481981492895, 1.8274553502253, 2.0107729389583]",0.9999976091797356,4.182654898758698,"['nur', 'sporadisch']",[],11,1,692.0,"[0.2762702931551, 0.611693300801086, 0.1559009047617801, 0.7794243944866999, 0.4291067574573, 0.09245930850670003, 1.0401141908789497]",1.5351939001456008,1.1738281043493997,0.961106201603374,0.03889379839662599,0,1,performanz,regulation
694,0,4,MAT,2025-10-27,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",1,0,1,722,1071,0.33940662801459,0.35165369924952,-0.028935370103071,0.47015906248171,0.44061701743393,0.34950231383445,0.47218024096779,1.0263884344291,1.0634244002401,-0.087502502215255,1.4217925763446,1.332455448358,1.0569184662784,1.4279047558095,4,4,regulation,1.4279047558095,1,3.0240571504654,2,0,1,"nur, manchmal",,"[0.33940662801459, 0.35165369924952, -0.028935370103071, 0.47015906248171, 0.44061701743393, 0.34950231383445, 0.47218024096779]","[1.0263884344291, 1.0634244002401, -0.087502502215255, 1.4217925763446, 1.332455448358, 1.0569184662784, 1.4279047558095]",0.9999966931951301,3.02405715046541,"['nur', 'manchmal']",[],12,1,693.0,"[-0.7413116341824, 0.38616100666881015, -0.7929835355107551, -0.3986719985631999, -0.3157427009314999, -0.7705368839469, -0.5828681831487998]",1.5873189262767777,-1.1585977482932996,0.953463869558594,0.04653613044140603,0,0,regulation,regulation
1173,0,4,MAT,2025-11-27,Weitere Themen: eypW,"kann nur weniger effektiv Lösungsstrategien für komplexe Probleme entwickeln | Nachhilfe hat in letzter Zeit vereinzelt zur Organisationsfähigkeit beigetragen | kann den eigenen Lösungsweg nur selten nachvollziehbar mündlich präsentieren | kann sein Vorwissen nur sporadisch reaktivieren, um neue Informationen besser zu verstehen | kann nur bedingt mit Stress umgehen, wenn Aufgaben schwieriger werden",4,3,1,1118,1736,0.58146325663753,0.041658990190015,0.10229094099513,0.35561127941091,0.4362476415685,0.45813260815111,0.35076448436558,1.2955716240704,0.092821351928098,0.22791679274648,0.79234565132865,0.9720133800924,1.0207757762963,0.78154639607609,4,4,kognition,1.2955716240704,1,2.2281129454848,2,0,1,"nur, weniger",,"[0.58146325663753, 0.041658990190015, 0.10229094099513, 0.35561127941091, 0.4362476415685, 0.45813260815111, 0.35076448436558]","[1.2955716240704, 0.092821351928098, 0.22791679274648, 0.79234565132865, 0.9720133800924, 1.0207757762963, 0.78154639607609]",0.9999955119173163,2.228112945484795,"['nur', 'weniger']",[],13,1,694.0,"[0.26918318964129995, -0.9706030483120021, 0.315419294961735, -0.62944692501595, -0.3604420682656, -0.03614268998210002, -0.6463583597334099]",1.4350005358313276,-0.7959442049806,0.894203630993396,0.10579636900660405,0,1,regulation,kognition
1174,0,4,MAT,2025-11-27,Weitere Themen: eypW,"kann nur weniger effektiv Lösungsstrategien für komplexe Probleme entwickeln | Nachhilfe hat in letzter Zeit vereinzelt zur Organisationsfähigkeit beigetragen | kann den eigenen Lösungsweg nur selten nachvollziehbar mündlich präsentieren | kann sein Vorwissen nur sporadisch reaktivieren, um neue Informationen besser zu verstehen | kann nur bedingt mit Stress umgehen, wenn Aufgaben schwieriger werden",4,3,1,1118,1737,0.65351797788474,0.064118090148825,0.27470688863022,0.17142366912515,0.46545062801605,0.44733694277058,0.21723795749682,2.1025459180996,0.20628541720474,0.88380712835597,0.55151678757384,1.4974818614472,1.4392051861859,0.69891387268276,5,3,kognition,2.1025459180996,1,3.2172632644708,1,0,1,vereinzelt,,"[0.65351797788474, 0.064118090148825, 0.27470688863022, 0.17142366912515, 0.46545062801605, 0.44733694277058, 0.21723795749682]","[2.1025459180996, 0.20628541720474, 0.88380712835597, 0.55151678757384, 1.4974818614472, 1.4392051861859, 0.69891387268276]",0.9999968917778556,3.2172632644708132,['vereinzelt'],[],14,1,1173.0,"[0.8069742940292, 0.113464065276642, 0.65589033560949, -0.24082886375480994, 0.5254684813548001, 0.4184294098896002, -0.08263252339333005]",1.2689762445280912,0.9891503189859998,0.9559260037056785,0.044073996294321516,0,0,kognition,kognition
