datum,lehrkraft_id,gruppe_id,teilnehmer_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,thema,interventions,delta_norm,delta_dichte,cosine_shift,dominanzwechsel,polaritaetswechsel,dominante_dimension_vorher,dominante_dimension_nachher,bemerkung,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
2025-10-27,12,0,12,1557,2883,Weitere Themen: binomische Formeln,"aktivierungsfragen, regelhinweise, metakognition, emotionale_stuetzung",0.2110104584010886,2.0983790537047,0.022262830208139905,1,0,performanz,kognition,"stellt häufig Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | Prüfungsangst des Schülers hat sich verringert | braucht selten Unterstützung bei der Anwendung neuer Lösungsansätze | versteht überwiegend, dass bestimmte Stoffeinheiten (z.B. das Einmaleins oder Vokabeln) besonders routiniertes Lernen erfordern | kann komplexe Informationen verständlich mit eigenen Worten erklären | Felix hat weiter binomische Formeln geübt. Hierbei wird er immer sicherer. Anschließend hat er sich noch auf sein Geschichtstest vorbereitet.",-0.05772567861581007,0.048028677949362,-0.06611577547855,0.08695383198750001,0.04230462317496003,-0.11139237230314003,0.11294334537139
2025-10-27,12,0,12,1557,2884,Weitere Themen: binomische Formeln,"aktivierungsfragen, regelhinweise, metakognition, emotionale_stuetzung",1.9558125752086342,-2.5028332285068,1.9126131362256202,1,1,kognition,performanz,"stellt häufig Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | Prüfungsangst des Schülers hat sich verringert | braucht selten Unterstützung bei der Anwendung neuer Lösungsansätze | versteht überwiegend, dass bestimmte Stoffeinheiten (z.B. das Einmaleins oder Vokabeln) besonders routiniertes Lernen erfordern | kann komplexe Informationen verständlich mit eigenen Worten erklären | Felix hat weiter binomische Formeln geübt. Hierbei wird er immer sicherer. Anschließend hat er sich noch auf sein Geschichtstest vorbereitet.",-0.70391230638568,-0.222699462692578,-0.40686038680282,-0.7788068460875,-0.65521318601179,-1.0433145817587,-0.9951030751049399
2025-10-27,12,0,12,1557,2885,Weitere Themen: binomische Formeln,"aktivierungsfragen, regelhinweise, metakognition, emotionale_stuetzung",1.9046270017546063,0.5027146214822,1.8138156227065485,1,1,performanz,kognition,"stellt häufig Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | Prüfungsangst des Schülers hat sich verringert | braucht selten Unterstützung bei der Anwendung neuer Lösungsansätze | versteht überwiegend, dass bestimmte Stoffeinheiten (z.B. das Einmaleins oder Vokabeln) besonders routiniertes Lernen erfordern | kann komplexe Informationen verständlich mit eigenen Worten erklären | Felix hat weiter binomische Formeln geübt. Hierbei wird er immer sicherer. Anschließend hat er sich noch auf sein Geschichtstest vorbereitet.",0.79413737457133,0.091528561758906,0.284899087470425,0.7493313119156999,0.6784850932738999,1.07261548030817,0.85735726103745
2025-10-27,12,0,12,1557,2886,Weitere Themen: binomische Formeln,"aktivierungsfragen, regelhinweise, metakognition, emotionale_stuetzung",0.25000775084312493,0.9445558394428,0.03125212453010473,0,0,kognition,kognition,"stellt häufig Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | Prüfungsangst des Schülers hat sich verringert | braucht selten Unterstützung bei der Anwendung neuer Lösungsansätze | versteht überwiegend, dass bestimmte Stoffeinheiten (z.B. das Einmaleins oder Vokabeln) besonders routiniertes Lernen erfordern | kann komplexe Informationen verständlich mit eigenen Worten erklären | Felix hat weiter binomische Formeln geübt. Hierbei wird er immer sicherer. Anschließend hat er sich noch auf sein Geschichtstest vorbereitet.",-0.05590652885260006,0.135024469537482,0.114056678400645,0.011400463344000022,-0.07761300553271999,-0.01545807013374001,0.14746220236753999
2025-10-27,12,0,12,1557,2887,Weitere Themen: binomische Formeln,"aktivierungsfragen, regelhinweise, metakognition, emotionale_stuetzung",0.3134591668438878,-0.04273098704239997,0.049128579032582165,0,0,kognition,kognition,"stellt häufig Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | Prüfungsangst des Schülers hat sich verringert | braucht selten Unterstützung bei der Anwendung neuer Lösungsansätze | versteht überwiegend, dass bestimmte Stoffeinheiten (z.B. das Einmaleins oder Vokabeln) besonders routiniertes Lernen erfordern | kann komplexe Informationen verständlich mit eigenen Worten erklären | Felix hat weiter binomische Formeln geübt. Hierbei wird er immer sicherer. Anschließend hat er sich noch auf sein Geschichtstest vorbereitet.",0.12644546603268003,-0.04849688624706601,0.06508003856459998,-0.16394959100931,0.12385958662338997,-0.030200526435419983,-0.18041091046663
2025-11-03,12,0,12,1555,2877,Weitere Themen: binomische Formeln,"lob, strukturierung, regelhinweise",0.3127486663788669,0.9242422497056002,0.048906094109156584,0,0,kognition,kognition,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",-0.18289651879202,0.050236523904226005,-0.07609244274581799,0.16601839589828998,-0.011445686580199954,0.003711100435229986,0.16834470521564
2025-11-03,12,0,12,1555,2878,Weitere Themen: binomische Formeln,"lob, strukturierung, regelhinweise",0.2736692789969565,-0.7696912269638001,0.03744760943492298,0,0,kognition,kognition,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",0.14990924132379996,-0.053764619696192,0.040806142579318014,-0.14752641042523998,0.029978701506969962,0.01880824456064001,-0.15763820491462
2025-11-03,12,0,12,1555,2879,Weitere Themen: binomische Formeln,"lob, strukturierung, regelhinweise",0.37827930961428563,-0.5326020776461999,0.07154800370322134,0,0,kognition,kognition,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",-0.07857067598585998,0.29551828666733404,-0.04760022420438001,0.12774314157861003,-0.14667822483873,-0.020030857279799974,0.09534672911381997
2025-11-03,12,0,12,1555,2880,Weitere Themen: binomische Formeln,"lob, strukturierung, regelhinweise",0.2774867075945176,0.9926600830199996,0.03849963402019663,0,0,kognition,kognition,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",-0.054683027018880004,-0.252113815615283,-0.014746036966992004,0.056598734963,0.03183827732715999,0.02291397481481,0.07407884227620004
2025-11-03,12,0,12,1555,2881,Weitere Themen: binomische Formeln,"lob, strukturierung, regelhinweise",0.18995702602966724,-0.022095610783400055,0.01804191705302982,0,0,kognition,kognition,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",0.005129731202540011,0.139006302027583,0.044028864725052005,-0.03439317916028001,0.08305891322018,-0.027392722856030005,-0.07722712968853002
2025-11-03,12,0,12,1555,2882,Weitere Themen: binomische Formeln,"lob, strukturierung, regelhinweise",0.2578356940281289,-1.0578943329523995,0.03323979599387583,1,0,kognition,performanz,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",-0.047265482745429965,-0.178786972386546,0.10518052123219,0.06358727887084997,-0.10664360637283998,0.07460400368654002,0.015347232112659981
2025-11-10,12,0,12,1553,2869,Weitere Themen: binomische Formeln,regelhinweise,0.22464042513171129,0.5270569877997997,0.025231799695014545,1,0,performanz,kognition,kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Ausdauer hat sich erhöht | kann Feedback erfolgreich in den eigenen Lernprozess integrieren | hat geplante Zeit überwiegend sinnvoll genutzt | erreicht in der Regel vereinbarte Lernziele,0.11696803213461998,0.014434014659313002,-0.11247028136039,-0.12238683095332997,0.08472899754495,-0.02990752957269005,-0.02952787416200997
2025-11-10,12,0,12,1553,2870,Weitere Themen: binomische Formeln,regelhinweise,0.30353662820433275,-0.5553498286487999,0.04606749798464371,0,0,kognition,kognition,kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Ausdauer hat sich erhöht | kann Feedback erfolgreich in den eigenen Lernprozess integrieren | hat geplante Zeit überwiegend sinnvoll genutzt | erreicht in der Regel vereinbarte Lernziele,-0.06446728881096003,0.278345946519313,-0.024618338039381002,0.07547862585345999,-0.02857474350079997,-0.05780890235114,-0.006365273408060035
2025-11-10,12,0,12,1553,2871,Weitere Themen: binomische Formeln,regelhinweise,0.3049646451988955,-0.16550548591190006,0.04650200246821301,1,0,kognition,performanz,kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Ausdauer hat sich erhöht | kann Feedback erfolgreich in den eigenen Lernprozess integrieren | hat geplante Zeit überwiegend sinnvoll genutzt | erreicht in der Regel vereinbarte Lernziele,-0.03435382772383,-0.261553673440429,0.09911719527811098,-0.03435260561001002,0.03880864565605996,0.10439932649838002,-0.0018096930286599644
2025-11-10,12,0,12,1553,2872,Weitere Themen: binomische Formeln,regelhinweise,0.252000911720949,0.29325634215270036,0.031752420909732404,0,0,performanz,performanz,kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Ausdauer hat sich erhöht | kann Feedback erfolgreich in den eigenen Lernprozess integrieren | hat geplante Zeit überwiegend sinnvoll genutzt | erreicht in der Regel vereinbarte Lernziele,-0.14426389482934998,0.139161399853579,-0.008552568147459999,0.09408552180970003,-0.06549899744210996,-0.024485845086629987,0.09752735942287999
2025-11-17,12,0,12,1551,2858,Stochastik (Wahrscheinlichkeitsrechnung): Grundbegriffe,"metakognition, emotionale_stuetzung",0.3409635347534045,0.8024693077316001,0.05812836916660191,1,0,performanz,kognition,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | geht schulische Herausforderungen motivierter an | kann seine Motivation normalerweise trotz den Fehlern, die er macht, aufrechterhalten | setzt Prioritäten bei Lernaufgaben sinnvoll | kann effektiv von einer Aufgabe zur anderen wechseln | Felix hat ein neues Thema in der Schule angefangen. Wir haben die wichtigsten Grundbegriffe wiederholt und dazu Aufgaben gelöst.",0.25188458405548003,-0.129786830776907,-0.07469008951698398,-0.11353903721216002,0.07128319569378,-0.09289917159250999,-0.06151743159145001
2025-11-17,12,0,12,1551,2859,Stochastik (Wahrscheinlichkeitsrechnung): Grundbegriffe,"metakognition, emotionale_stuetzung",0.12695573589083742,-1.9348894276651003,0.00805893267373059,1,0,kognition,methodik,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | geht schulische Herausforderungen motivierter an | kann seine Motivation normalerweise trotz den Fehlern, die er macht, aufrechterhalten | setzt Prioritäten bei Lernaufgaben sinnvoll | kann effektiv von einer Aufgabe zur anderen wechseln | Felix hat ein neues Thema in der Schule angefangen. Wir haben die wichtigsten Grundbegriffe wiederholt und dazu Aufgaben gelöst.",-0.056180336249149976,-0.018997217338075995,-0.006812028764336009,-0.04419769154623998,0.10255938733371,-0.00708738632884004,-0.005668842808149999
2025-11-17,12,0,12,1551,2860,Stochastik (Wahrscheinlichkeitsrechnung): Grundbegriffe,"metakognition, emotionale_stuetzung",0.6753123787587323,0.6159270362793001,0.22802514842684485,1,0,methodik,motivation,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | geht schulische Herausforderungen motivierter an | kann seine Motivation normalerweise trotz den Fehlern, die er macht, aufrechterhalten | setzt Prioritäten bei Lernaufgaben sinnvoll | kann effektiv von einer Aufgabe zur anderen wechseln | Felix hat ein neues Thema in der Schule angefangen. Wir haben die wichtigsten Grundbegriffe wiederholt und dazu Aufgaben gelöst.",-0.3102946863570001,0.23714371091384298,0.26999844361433,0.30232247554300995,-0.36218851339264,-0.05778389630966996,0.06862463273845998
