id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,type,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,cluster_id,pca_1,pca_2
733,0,4,MAT,2025-09-16,Funktionen: Sinusfunktion,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | hat zuletzt erkennbar von der individuellen Unterstützung in der Nachhilfe profitiert | plant Lernaktivitäten eher selten im Voraus | schlägt regelmäßig sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Muss unbedingt Mathematik Lehrbuch mit zur NH bringen",2,1,19,733,3,0.404582,0.227518,0.335772,0.411947,0.406548,0.411811,0.40894,motivation,0.411947,1,0.999998,2,-1.7006362515004418,0.29981220314690066
1751,0,18,MAT,2025-09-17,Prüfungsvorbereitung: BLF Teil B,muss regelmäßig an grundlegende Vorgehensweisen des Faches MAT erinnert werden | Prüfungsangst des Schülers hat sich verringert | kann sich nur bedingt an früher Gelerntes erinnern und es nutzen | ist offen für andere Lösungsansätze | muss regelmäßig an formale Vorgehensweisen erinnert werden | Formelsammlung und wiss. Taschenrechner müssen immer mitgebracht werden!,3,2,19,1751,3,0.414817,0.130533,0.136156,0.430681,0.421271,0.447856,0.478346,regulation,0.478346,1,0.999998,0,2.1262144842682593,-2.067144105068099
447,0,8,MAT,2025-09-18,Statistik: Modalwerte uzw.,"kann erlerntes Wissen auch bei unangekündigten Tests zuverlässig abrufen | Selbstständigkeit hat sich in den letzten Wochen verbessert | teilt sich die eigene Lernzeit angemessen ein | braucht nie Ermutigung, nach Misserfolgen | kann komplexe Informationen sehr verständlich mit eigenen Worten erklären | Sie arbeitet bereits gut selbstäntigt und ist gut motiviert. Mit der Zeit wird sie bestimmt am Besten Ergebnissen erreichen.",4,3,20,447,3,0.403805,0.225321,0.349302,0.408777,0.403364,0.404844,0.412864,regulation,0.412864,1,0.999998,2,-1.9839331274977223,0.09716141514306129
1898,6,22,MAT,2025-09-18,Prüfungsvorbereitung: Quadratische Funktionen,"nutzt vorhandene Hilfsmittel zum Lösen von Aufgaben sehr effektiv | Nachhilfe hat in letzter Zeit merklich zur Organisationsfähigkeit beigetragen | hält Fristen für Hausaufgaben und Projekte konsequent ein | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | kann sich sehr gut auf eine Aufgabe konzentrieren, auch wenn diese als zu leicht empfunden wird | Sie hatte bereits Hausaufgaben über Quadratfunktionen. Sie versteht die Grundprinzipen gut, aber braucht mehr Übung um jede Detail zu verstehen. Gerade konnte sie mit meiner Hilfe die Aufgaben erledigen.",4,3,20,1898,3,0.4009,0.239649,0.345734,0.407658,0.405234,0.407099,0.407656,motivation,0.407658,1,0.999998,2,-2.0441008833669096,0.24950034338604118
1562,0,12,MAT,2025-09-22,Weitere Themen: GRW,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | ist zugänglich für spontane Wiederholungen | kann bereits erlerntes Wissen schnell aus dem Gedächtnis wieder abrufen | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | Da Felix immernoch kein Mathe hatte, wollte Felix heut einen Vortrag für GRW vorbereiten.",1,0,12,1562,3,0.426184,0.133157,0.165538,0.447451,0.420291,0.459275,0.430628,performanz,0.459275,1,0.999998,0,1.887125881303646,0.002747500591479486
1750,0,18,MAT,2025-09-24,Exponentialgleichung/-funktion: exp.Funktionen & expon.Wachstum Vorbereitung auf Klassenarbeit,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, etwas verbessert | Selbstständigkeit hat sich in den letzten Wochen etwas verbessert | ist wenig zugänglich für spontane Wiederholungen | kann Wissen, das in den letzten Nachhilfestunden thematisiert wurde, meistens abrufen | ergreift stets die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen",3,2,19,1750,3,0.437277,0.172044,0.250735,0.404029,0.419514,0.434752,0.43368,kognition,0.437277,1,0.999998,0,0.6567844913121339,-0.6437762591117179
445,0,8,MAT,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,"kann stets den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Prüfungsangst des Schülers hat sich verringert | kann komplexe Informationen verständlich mit eigenen Worten erklären | strebt oftmals danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | findet in der Regel einen angemessenen Ausgleich zwischen zügigem und genauem Arbeiten",4,3,18,445,3,0.418283,0.142613,0.235736,0.429455,0.427888,0.432169,0.441403,regulation,0.441403,1,0.999998,0,0.9922461055240811,-0.6599492216721476
1896,6,22,PHY,2025-09-25,Analysis: Grenzwerte,kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Zuverlässigkeit bei den Hausaufgaben hat sich stark verbessert | findet meistens Lösungen für unerwartete Fragen oder Aufgabenstellungen | hält Fristen für Hausaufgaben und Projekte sehr konsequent ein | ist sehr offen für andere Lösungsansätze,4,3,18,1896,3,0.412419,0.28281,0.257701,0.409188,0.417435,0.411562,0.415265,methodik,0.417435,1,0.999998,2,-0.8544286654038142,0.015766180259082226
1560,0,12,MAT,2025-09-29,Potenzfunktion/-rechnung: binomische Formeln,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Einfluss der Nachhilfe auf die gesamte schulische Entwicklung positiv | teilt sich die eigene Lernzeit angemessen ein | erreicht in der Regel vereinbarte Lernziele | kann gut Kerninformationen aus (Sach-)Texten entnehmen | Felix hat heute binomische Formeln geübt, das hat bereits gut geklappt.",1,0,12,1560,3,0.435636,0.080428,0.276648,0.418804,0.432223,0.433602,0.420703,kognition,0.435636,1,0.999998,0,1.097660705748947,-0.22783867961103405
857,0,6,MAT,2025-09-30,"Kreis: Winkel im Kreis, Satz Thales","kann stets der Aufgabenstellung entsprechend eine Antwort formulieren | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | strebt beständig danach, Aufgaben ohne Hilfe zu bewältigen | kann Frustration aufgrund von Fehlern und Rückschlägen normalerweise vermeiden",2,1,19,857,3,0.408026,0.242753,0.223869,0.412362,0.397787,0.499979,0.382374,performanz,0.499979,1,0.999998,2,-0.08311171302245587,1.3990314766635017
1748,0,18,MAT,2025-10-01,Funktionen: BLF Aufgaben,"erkennt und korrigiert eigene Fehler nur teilweise selbstständig | Ausdauer hat sich verbessert | kann sich weniger gut auf eine Aufgabe konzentrieren, wenn diese als zu schwer empfunden wird | nutzt Fehler und Korrekturen während des Unterrichts häufig für das eigene Lernwachstum | kann bereits erlerntes Wissen schnell aus dem Gedächtnis wieder abrufen",3,2,19,1748,3,0.423126,0.154755,0.318659,0.414589,0.411197,0.423716,0.418289,performanz,0.423716,1,0.999998,2,-0.5196668555651636,0.019177641960676308
442,0,8,MAT,2025-10-02,Prüfungsvorbereitung: Übungen zu linearen Gleichungen und Wdh. von Geometrie + Prozentrechnung,"nutzt oft die gegebenen Tipps | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | versucht sich oftmals erneut an Aufgaben, mit denen es kurz zuvor Probleme gab | setzt Prioritäten bei Lernaufgaben sinnvoll | vertraut oft den eigenen Fähigkeiten",4,3,18,442,3,0.462108,0.169803,0.272913,0.379669,0.455637,0.421318,0.39227,kognition,0.462108,1,0.999998,0,1.1645338463267276,0.16890898412787606
1893,6,22,PHY,2025-10-02,Analysis: Stetigkeit und Unstetigkeit einer Funktion,"beherrscht die spezifischen Fachbegriffe zuverlässig | Einstellung zum Fach MAT hat sich in den letzten Stunden verbessert | reagiert aufgeschlossen auf Aufgaben, die vom bisherigen Aufgabenmuster abweichen | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | hat viel Vertrauen in die eigenen Fähigkeiten",4,3,18,1893,3,0.402532,0.276744,0.329498,0.401984,0.401958,0.40868,0.403271,performanz,0.40868,1,0.999998,2,-2.19925590487719,0.34311181766719234
353,5,15,MAT,2025-10-09,Gleichungen und Ungleichungen: Übungen zum Lösen linearer Gleichungen,zeigt von Stunde zu Stunde meistens Fortschritte | geht schulische Herausforderungen motivierter an | achtet sorgfältig darauf gemachte Fehler in folgenden Aufgaben zu vermeiden | kann die Lernzeit für mehrere Tests normalerweise effektiv einteilen | kann flexibel mit unerwarteten Aufgabenstellungen umgehen,4,3,18,353,3,0.442912,0.177176,0.325046,0.367574,0.432183,0.424705,0.405602,kognition,0.442912,1,0.999998,2,-0.16025374686979124,-0.38994701384127106
440,0,8,MAT,2025-10-09,Stochastik (Wahrscheinlichkeitsrechnung): Wdh. von Wahrscheinlichkeitsrechnung,"erinnert sich gut an den zuvor behandelten Stoff | Vorbereitung auf anstehende Tests hat sich verbessert | setzt Prioritäten bei Lernaufgaben sehr sinnvoll | kann sehr gut mit Druck umgehen, wenn Aufgaben sich ändern | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,440,3,0.412152,0.177536,0.325284,0.417268,0.410846,0.420645,0.415872,performanz,0.420645,1,0.999998,2,-0.9208881077959736,0.13683319198629137
1891,6,22,PHY,2025-10-09,Analysis: Übungen zur Stetigkeit einer Funktion,"erinnert sich gut an den zuvor behandelten Stoff | Vertrauen in die eigenen Fähigkeiten hat sich in den letzten Wochen verbessert | kann gut mit Druck umgehen, wenn Aufgaben sich ändern | behält weitgehend den Überblick beim Lösen komplexer Aufgaben | ist immer fähig, Aufgaben ohne direkte Anleitung zu beenden",4,3,18,1891,3,0.41295,0.19728,0.334089,0.410945,0.409812,0.415469,0.411702,performanz,0.415469,1,0.999998,2,-1.2453607361385624,0.18643762740600286
2015,6,19,MAT,2025-10-09,Grundrechenarten: Übungen zum Rechnen mit den Grundrechenarten,nutzt vorhandene Hilfsmittel zum Lösen von Aufgaben effektiv | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | oft bereit für Lernerfolg zusätzlichen Aufwand zu betreiben | findet meistens Lösungen für unerwartete Fragen oder Aufgabenstellungen | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten,4,3,18,2015,3,0.409902,0.221057,0.328027,0.406877,0.412664,0.413639,0.410575,performanz,0.413639,1,0.999998,2,-1.338864232267489,0.1486803797601091
746,1,2,MAT,2025-10-13,Trigonometrie: Satz des Pythagoras und Co-/Sinus,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Vorbereitung auf anstehende Tests hat sich verbessert | ist oft fähig, Aufgaben ohne direkte Anleitung zu beenden | kann sich gut auf eine Aufgabe konzentrieren, auch wenn diese als schwierig empfunden wird | kann längeren Erklärungen gut folgen",1,0,12,746,3,0.450552,0.102384,0.292998,0.396115,0.434781,0.441634,0.399609,kognition,0.450552,1,0.999998,0,0.976194614886699,0.21070494439362683
1746,5,18,MAT,2025-10-16,Prüfungsvorbereitung: Übungen zur BLF Teil A,"versteht die Grundlagen des aktuellen Themas größtenteils | geht schulische Herausforderungen motivierter an | ist motiviert, auch wenn Themen oder Aufgaben als schwierig empfunden werden | vermeidet die Wiederholung von zuvor gemachten Fehlern erfolgreich | geht strukturiert an Aufgaben heran",4,3,18,1746,3,0.435482,0.226558,0.28542,0.399847,0.412568,0.416501,0.417128,kognition,0.435482,1,0.999998,2,-0.5171540961480249,-0.08672970139057233
1889,6,22,PHY,2025-10-16,Analysis: übungen Grenzwerte,erinnert sich gut an den zuvor behandelten Stoff | Prüfungsangst des Schülers hat sich verringert | oft bereit für Lernerfolg zusätzlichen Aufwand zu betreiben | kann komplexe Informationen verständlich mit eigenen Worten erklären | erklärt komplexe Sachverhalte meistens in einer logischen Reihenfolge,4,3,18,1889,3,0.433511,0.072111,0.229887,0.424892,0.420966,0.454785,0.435249,performanz,0.454785,1,0.999998,0,1.625234020696574,-0.5780129702824536
2014,6,19,MAT,2025-10-16,Grundrechenarten: Allgemeine Übungen zum Rechnen mit den Grundrechenarten,"nutzt oft die vermittelten Methoden | Prüfungsangst des Schülers hat sich verringert | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | ist allgemein motiviert | arbeitet konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben",4,3,18,2014,3,0.461965,0.176845,0.213781,0.498941,0.430738,0.455501,0.260091,motivation,0.498941,1,0.999997,2,0.8331685093742914,6.615622046939653
1795,0,17,MAT,2025-10-20,"Weitere Themen: Weg,- und Ortsbeschreibung",konnte Wissen in der heutigen Stunde grundlegend erweitern | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | geht strukturiert an Aufgaben heran | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | nutzt Fehler und Korrekturen während des Unterrichts häufig für das eigene Lernwachstum,1,0,24,1795,3,0.437932,0.1073,0.251924,0.413433,0.439564,0.437173,0.421863,methodik,0.439564,1,0.999998,0,1.4539203350601326,-0.3239791707445622
438,0,8,MAT,2025-10-23,Weitere Themen: Übungsaufgaben zum Lösen linearer Gleichungen,erkennt und korrigiert eigene Fehler meist selbstständig | Zuverlässigkeit bei den Hausaufgaben hat sich verbessert | ist offen für andere Lösungsansätze | Erfolge fördern die Motivation normalerweise | muss selten an formale Vorgehensweisen erinnert werden,4,3,18,438,3,0.438508,0.154587,0.286545,0.413238,0.399806,0.439156,0.422177,performanz,0.439156,1,0.999998,2,-0.0583365800107316,0.015614179030333604
1887,6,22,PHY,2025-10-23,Analysis: Hausaufgaben zum Thema Anstieg einer Funktion,"erkennt und korrigiert eigene Fehler meist selbstständig | Selbstständigkeit hat sich in den letzten Wochen verbessert | kann seine Motivation normalerweise trotz den Fehlern, die er macht, aufrechterhalten | strebt meist danach, Aufgaben ohne Hilfe zu bewältigen | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,1887,3,0.395061,0.29004,0.35903,0.398087,0.385724,0.400113,0.404414,regulation,0.404414,1,0.999998,2,-3.2164741609907264,0.2430994684456603
1493,0,47,MAT,2025-11-03,Schreiben: Bildanalyse,"versteht die Grundlagen des aktuellen Themas größtenteils | Prüfungsangst des Schülers hat sich verringert | kann zur Lösung eines komplexen Problems meistens einzelne Zwischenschritte entwickeln | nutzt nur gelegentlich abwechslungsreiche Formulierungen | kann sich gut auf eine Aufgabe konzentrieren, auch wenn diese als schwierig empfunden wird",1,0,21,1493,3,0.459545,0.079765,0.154739,0.423864,0.43244,0.443689,0.441568,kognition,0.459545,1,0.999998,0,2.829683669448825,-0.9265930087939884
1555,0,12,MAT,2025-11-03,Weitere Themen: binomische Formeln,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | ist offen für neue Lehrmethoden oder -ansätze | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | Felix kann bereits gut die binomischen Formeln anwenden, jedoch macht er manchmal noch kleine Schusselfehler. | add | Fach		Thema",1,0,12,1555,3,0.422289,0.207977,0.251057,0.422246,0.423444,0.422043,0.423872,regulation,0.423872,1,0.999998,0,0.1888529939831677,-0.05583310463234123
1790,0,17,MAT,2025-11-03,Allgemeiner Sprachgebrauch: Richtungen,beherrscht die spezifischen Fachbegriffe nur teilweise | hat zuletzt erkennbar von der individuellen Unterstützung in der Nachhilfe profitiert | oft bereit für Lernerfolg zusätzlichen Aufwand zu betreiben | bearbeitet Aufgaben teilweise erfolgreich ohne ständige Anleitung | hat geplante Zeit überwiegend sinnvoll genutzt,1,0,21,1790,3,0.428381,0.092935,0.289648,0.420546,0.427555,0.429594,0.423959,performanz,0.429594,1,0.999998,0,0.6772998165890827,-0.2747235350665839
851,0,6,MAT,2025-11-04,Algebra: Rationale Zahlen,kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Selbstständigkeit hat sich in den letzten Wochen verbessert | zeigt meistens Engagement bei der Vorbereitung auf die Nachhilfestunden | geht strukturiert an Aufgaben heran | kommuniziert seine Gedanken und Ideen verständlich und nachvollziehbar,2,1,19,851,3,0.433729,0.238369,0.27638,0.386495,0.423624,0.430231,0.405876,kognition,0.433729,1,0.999998,2,-0.22788788027008716,0.02995137120343881
1517,0,40,MAT,2025-11-04,Weitere Themen: Wortschatz erweitern + festigen,"kann sein Wissen in Testsituationen genauso gut wie im Unterricht anwenden | Beteiligung am Unterricht hat sich verbessert | zeigt meistens Engagement bei der Vorbereitung auf die Nachhilfestunden | kann Informationen gut nach ihrer Wichtigkeit unterscheiden | versteht überwiegend, dass es trotz (kleinen) Erfolgen wichtig sein kann, weiter zu üben | Dmytro ist sehr wissbegierig und setzt seine Aufgaben strukturiert um.",2,1,30,1517,3,0.407747,0.280083,0.334362,0.399428,0.404758,0.405721,0.394351,kognition,0.407747,1,0.999998,2,-2.230446162112236,0.5914387346958182
1741,0,18,MAT,2025-11-05,Stochastik (Wahrscheinlichkeitsrechnung): Baumdiagramm,"kann meistens der Aufgabenstellung entsprechend eine Antwort formulieren | Selbstständigkeit hat sich in den letzten Wochen etwas verbessert | vermeidet Flüchtigkeitsfehler überwiegend | offen für neue Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | ist oft fähig, Aufgaben ohne direkte Anleitung zu beenden",3,2,19,1741,3,0.425315,0.208915,0.19439,0.427985,0.428482,0.426952,0.434298,regulation,0.434298,1,0.999998,0,1.0163200179404468,-0.3901515788656085
435,0,8,MAT,2025-11-06,Prüfungsvorbereitung: Vorbereitung auf eine Physik Arbeit,"nutzt oft die gegebenen Tipps | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | plant Lernaktivitäten häufig im Voraus | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,435,3,0.443097,0.137045,0.269341,0.392725,0.453514,0.430909,0.408344,methodik,0.453514,1,0.999998,0,1.3157377042493636,-0.225403917255767
1491,0,47,MAT,2025-11-10,Umgang mit Texten: Diskussion schreiben,konnte Wissen in der heutigen Stunde weitgehend festigen | Einfluss der Nachhilfe auf die gesamte schulische Entwicklung spürbar positiv | bittet besonders aktiv um Feedback | behält weitgehend den Überblick beim Lösen komplexer Aufgaben | kann komplexe Informationen verständlich mit eigenen Worten erklären,1,0,21,1491,3,0.438572,0.0,0.257244,0.415778,0.438414,0.440737,0.42679,performanz,0.440737,1,0.999998,0,1.9069249794763548,-0.8079686210081665
1553,0,12,MAT,2025-11-10,Weitere Themen: binomische Formeln,kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Ausdauer hat sich erhöht | kann Feedback erfolgreich in den eigenen Lernprozess integrieren | hat geplante Zeit überwiegend sinnvoll genutzt | erreicht in der Regel vereinbarte Lernziele,1,0,12,1553,3,0.445201,0.202998,0.197597,0.417076,0.426814,0.434842,0.419916,kognition,0.445201,1,0.999998,0,1.2244707394090732,0.007242114288553537
1266,0,6,MAT,2025-11-11,Algebra: Rationale Zahlen Addition,"kann sein Wissen in Testsituationen bzw. unter Druck gut anwenden | Ausdauer hat sich erhöht | versucht sich oftmals erneut an Aufgaben, mit denen es kurz zuvor Probleme gab | kann Wissen gut in Diagrammen, Skizzen oder Mindmaps visualisieren | Lernmaterialien und Notizen sind organisiert",2,1,19,1266,3,0.418321,0.23174,0.31059,0.410517,0.401629,0.425375,0.405044,performanz,0.425375,1,0.999998,2,-1.2636193774108617,0.5310234689937791
1515,0,40,MAT,2025-11-11,"Der Satz: Satzarten, Wortarten, Wortarten umwandeln",kann Gelerntes gut auf andere Fächer oder den Alltag übertragen | geht schulische Herausforderungen motivierter an | kann neue Informationen verlässlich aufnehmen und wiedergeben | Erfolge fördern die Motivation normalerweise | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren,2,1,28,1515,3,0.426845,0.196416,0.248853,0.419448,0.424601,0.42724,0.422536,performanz,0.42724,1,0.999998,0,0.41061145892752676,-0.05019054097539644
1739,0,18,MAT,2025-11-12,Funktionen: Sinusfunktion,"kann mittlerweile zuvor schwierige Aufgaben weitgehend bewältigen | Vorbereitung auf anstehende Tests hat sich verbessert | verhält sich sehr offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | schafft normalerweise alle Aufgaben in einer Klassenarbeit oder Leistungskontrollen in der dafür angesetzten Zeit | kann komplexe Informationen verständlich mit eigenen Worten erklären",3,2,19,1739,3,0.395773,0.330234,0.374183,0.412273,0.386361,0.394304,0.345793,motivation,0.412273,1,0.999998,2,-4.067102187963514,2.368038881503176
1295,11,8,MAT,2025-11-13,Analytische Geometrie: Satz des Pythagoras,"muss ab und zu an grundlegende Vorgehensweisen des Faches MAT erinnert werden | Ausdauer hat sich, vor allem hinsichtlich schwieriger oder umfangreicher Aufgaben, erhöht | erreicht in der Regel vereinbarte Lernziele | Lernmaterialien und Notizen sind nur wenig organisiert | Wechsel zwischen verschiedenen Themen gelingt mit wenig Aufwand | add | Fach		Thema",4,3,23,1295,3,0.426187,0.182205,0.213475,0.428415,0.424911,0.431924,0.434677,regulation,0.434677,1,0.999998,0,0.9809144895939685,-0.36210299055296213
