allgemeine Bewertung

0.30 0.10 -0.05 0.25 0.30 0.35 0.25
0.80 0.30 0.30 0.65 0.70 0.75 0.70
0.85 0.15 0.15 0.75 0.80 0.85 0.80
0.60 0.15 0.10 0.45 0.50 0.55 0.45
0.55 0.10 -0.25 0.35 0.40 0.45 0.35
0.45 0.10 0.05 0.50 0.55 0.50 0.55
0.60 0.15 0.20 0.55 0.55 0.60 0.60
0.65 0.20 0.30 0.70 0.60 0.65 0.65
0.75 0.15 0.15 0.80 0.85 0.80 0.85
0.80 0.15 0.20 0.75 0.80 0.80 0.80
0.55 0.20 0.25 0.60 0.55 0.60 0.60
0.60 0.15 0.20 0.55 0.55 0.60 0.60
0.65 0.15 0.25 0.60 0.60 0.65 0.65
0.30 0.10 -0.05 0.25 0.35 0.35 0.30
0.60 0.25 0.35 0.65 0.55 0.60 0.60
0.65 0.25 0.30 0.70 0.65 0.65 0.70
0.75 0.15 0.15 0.65 0.65 0.70 0.70
0.70 0.15 0.15 0.65 0.60 0.65 0.65
0.60 0.15 0.05 0.55 0.55 0.60 0.60
-0.20 -0.30 -0.60 -0.50 -0.20 -0.35 -0.50
0.65 0.15 0.20 0.60 0.65 0.65 0.70
0.75 0.15 0.15 0.65 0.70 0.70 0.70
0.80 0.15 0.15 0.75 0.75 0.80 0.75
0.75 0.15 0.15 0.70 0.70 0.75 0.70
0.70 0.15 0.20 0.75 0.70 0.70 0.75
0.75 0.15 0.15 0.80 0.75 0.75 0.80
0.80 0.15 0.25 0.80 0.75 0.80 0.80
0.75 0.15 0.20 0.70 0.70 0.75 0.75
0.80 0.20 0.20 0.75 0.75 0.80 0.80

handele als schüler und bewerte alle sätze neu

0.55 0.05 0.00 0.35 0.50 0.45 0.50
0.60 0.10 0.05 0.50 0.55 0.55 0.60
0.45 0.10 0.20 0.55 0.40 0.45 0.50
0.10 0.00 -0.10 0.05 0.10 0.15 0.20
-0.50 -0.50 -0.90 -0.70 -0.30 -0.50 -0.80
0.50 0.05 0.05 0.45 0.45 0.50 0.50
0.20 0.00 -0.10 0.10 0.20 0.25 0.15
0.65 0.10 0.10 0.50 0.55 0.60 0.55
0.70 0.05 0.05 0.60 0.65 0.70 0.65
0.50 0.05 0.00 0.35 0.40 0.45 0.35
0.45 0.00 -0.30 0.25 0.30 0.35 0.25
0.35 0.00 0.00 0.40 0.45 0.40 0.45
0.50 0.05 0.10 0.45 0.45 0.50 0.50
0.55 0.10 0.20 0.60 0.50 0.55 0.55
0.60 0.05 0.05 0.65 0.70 0.65 0.70
0.65 0.05 0.10 0.60 0.65 0.65 0.65
0.45 0.10 0.15 0.50 0.45 0.50 0.50
0.50 0.05 0.10 0.45 0.45 0.50 0.50
0.55 0.05 0.15 0.50 0.50 0.55 0.55
0.20 0.00 -0.10 0.10 0.25 0.25 0.20
0.50 0.10 0.20 0.55 0.45 0.50 0.50
0.55 0.10 0.15 0.60 0.55 0.55 0.60
0.60 0.05 0.05 0.50 0.50 0.55 0.55
0.55 0.05 0.05 0.50 0.45 0.50 0.50
0.50 0.05 0.00 0.45 0.45 0.50 0.50
-0.30 -0.40 -0.70 -0.60 -0.30 -0.40 -0.60
0.55 0.05 0.10 0.50 0.55 0.55 0.60
0.60 0.05 0.05 0.50 0.55 0.55 0.55
0.65 0.05 0.05 0.60 0.60 0.65 0.60
0.60 0.05 0.05 0.55 0.55 0.60 0.55
0.55 0.05 0.10 0.60 0.55 0.55 0.60
0.60 0.05 0.05 0.65 0.60 0.60 0.65
0.65 0.05 0.15 0.65 0.60 0.65 0.65
0.60 0.05 0.10 0.55 0.55 0.60 0.60
0.65 0.10 0.10 0.60 0.60 0.65 0.65

handele als eltern und bewerte alle sätze neu

0.60 0.20 0.15 0.50 0.60 0.55 0.65
0.70 0.25 0.20 0.65 0.70 0.70 0.75
0.50 0.30 0.40 0.65 0.50 0.55 0.60
0.20 0.15 0.00 0.20 0.25 0.30 0.35
-0.40 -0.50 -0.85 -0.65 -0.30 -0.50 -0.75
0.60 0.20 0.20 0.55 0.55 0.60 0.60
0.30 0.15 0.00 0.25 0.30 0.35 0.30
0.75 0.30 0.30 0.65 0.70 0.75 0.70
0.80 0.20 0.20 0.75 0.80 0.80 0.80
0.60 0.20 0.15 0.50 0.55 0.60 0.50
0.55 0.15 -0.30 0.35 0.40 0.45 0.35
0.45 0.15 0.10 0.50 0.55 0.50 0.55
0.60 0.20 0.25 0.55 0.55 0.60 0.60
0.65 0.25 0.35 0.70 0.60 0.65 0.65
0.70 0.20 0.20 0.80 0.85 0.80 0.85
0.75 0.20 0.25 0.75 0.80 0.80 0.80
0.55 0.25 0.30 0.60 0.55 0.60 0.60
0.60 0.20 0.25 0.55 0.55 0.60 0.60
0.65 0.20 0.30 0.60 0.60 0.65 0.65
0.30 0.15 0.00 0.25 0.35 0.35 0.30
0.60 0.30 0.40 0.65 0.55 0.60 0.60
0.65 0.30 0.35 0.70 0.65 0.65 0.70
0.70 0.20 0.20 0.65 0.65 0.70 0.70
0.65 0.20 0.20 0.65 0.60 0.65 0.65
0.60 0.20 0.10 0.55 0.55 0.60 0.60
-0.25 -0.35 -0.70 -0.55 -0.25 -0.40 -0.55
0.65 0.20 0.25 0.60 0.65 0.65 0.70
0.70 0.20 0.20 0.65 0.70 0.70 0.70
0.75 0.20 0.20 0.75 0.75 0.75 0.75
0.70 0.20 0.20 0.70 0.70 0.70 0.70
0.65 0.20 0.25 0.75 0.70 0.70 0.75
0.70 0.20 0.20 0.80 0.75 0.75 0.80
0.75 0.20 0.30 0.80 0.75 0.75 0.80
0.70 0.20 0.25 0.70 0.70 0.70 0.70
0.75 0.25 0.25 0.75 0.75 0.75 0.75

handele als neutrale person und bewerte alle sätze neu

0.65 0.12 0.08 0.42 0.58 0.52 0.62
0.72 0.16 0.12 0.60 0.66 0.66 0.70
0.52 0.22 0.32 0.60 0.48 0.52 0.56
0.20 0.10 -0.02 0.15 0.20 0.24 0.30
-0.35 -0.45 -0.78 -0.58 -0.25 -0.46 -0.70
0.58 0.12 0.12 0.52 0.52 0.58 0.58
0.28 0.10 -0.02 0.22 0.28 0.32 0.24
0.76 0.24 0.24 0.62 0.68 0.72 0.68
0.82 0.12 0.12 0.72 0.78 0.82 0.78
0.58 0.12 0.08 0.42 0.48 0.52 0.44
0.52 0.08 -0.26 0.32 0.38 0.42 0.32
0.42 0.08 0.04 0.48 0.52 0.48 0.52
0.58 0.12 0.18 0.52 0.52 0.58 0.58
0.62 0.18 0.28 0.66 0.58 0.62 0.62
0.72 0.12 0.12 0.76 0.82 0.76 0.82
0.78 0.12 0.18 0.72 0.78 0.78 0.78
0.52 0.18 0.22 0.56 0.52 0.56 0.56
0.58 0.12 0.18 0.52 0.52 0.58 0.58
0.62 0.12 0.22 0.58 0.58 0.62 0.62
0.28 0.10 -0.02 0.22 0.32 0.32 0.28
0.58 0.22 0.32 0.60 0.52 0.58 0.58
0.62 0.22 0.28 0.66 0.62 0.62 0.66
0.72 0.12 0.12 0.62 0.62 0.68 0.68
0.68 0.12 0.12 0.62 0.58 0.62 0.62
0.58 0.12 0.04 0.52 0.52 0.58 0.58
-0.25 -0.35 -0.60 -0.50 -0.25 -0.36 -0.50
0.62 0.12 0.18 0.56 0.62 0.62 0.66
0.72 0.12 0.12 0.62 0.66 0.66 0.66
0.78 0.12 0.12 0.72 0.72 0.78 0.72
0.72 0.12 0.12 0.66 0.66 0.72 0.66
0.68 0.12 0.18 0.72 0.68 0.68 0.72
0.72 0.12 0.12 0.76 0.72 0.72 0.76
0.78 0.12 0.24 0.76 0.72 0.78 0.76
0.72 0.12 0.18 0.66 0.66 0.72 0.72
0.78 0.18 0.18 0.72 0.72 0.78 0.78

bewerte alle sätze gruppiert nach „Operator“ → bewertet nur funktionale Übergänge
„Kohärenzprüfer“ → misst Stabilität (ΔK)
„Emergenz-Beobachter“ → erkennt neue Strukturen
„Hub-Detektor“ → erkennt Orientierungspunkte hintereinander neu

„Operator“ → bewertet nur funktionale Übergänge

0.62 0.05 0.02 0.40 0.65 0.60 0.68
0.70 0.08 0.05 0.60 0.72 0.68 0.75
0.50 0.10 0.20 0.58 0.55 0.52 0.60
0.25 0.05 -0.05 0.20 0.35 0.30 0.40
-0.40 -0.20 -0.60 -0.50 0.10 -0.30 -0.55
0.55 0.05 0.05 0.52 0.60 0.58 0.62
0.30 0.05 -0.05 0.25 0.40 0.35 0.30
0.75 0.10 0.10 0.65 0.75 0.72 0.70
0.80 0.05 0.05 0.70 0.82 0.80 0.78
0.55 0.05 0.02 0.45 0.60 0.55 0.50
0.50 0.05 -0.20 0.35 0.55 0.45 0.42
0.45 0.05 0.05 0.48 0.60 0.50 0.55
0.55 0.05 0.10 0.50 0.65 0.58 0.60
0.60 0.08 0.20 0.65 0.70 0.62 0.65
0.70 0.05 0.05 0.75 0.80 0.75 0.82
0.75 0.05 0.10 0.70 0.78 0.75 0.78
0.55 0.08 0.15 0.55 0.65 0.58 0.60
0.60 0.05 0.10 0.52 0.65 0.60 0.60
0.65 0.05 0.15 0.60 0.70 0.65 0.65
0.30 0.05 -0.05 0.25 0.50 0.35 0.30
0.60 0.10 0.20 0.60 0.65 0.60 0.60
0.65 0.10 0.15 0.65 0.68 0.62 0.65
0.70 0.05 0.05 0.60 0.70 0.68 0.68
0.65 0.05 0.05 0.60 0.65 0.62 0.62
0.60 0.05 0.05 0.55 0.65 0.60 0.60
-0.30 -0.10 -0.50 -0.45 0.10 -0.25 -0.40
0.65 0.05 0.10 0.58 0.70 0.65 0.68
0.70 0.05 0.05 0.60 0.72 0.68 0.68
0.75 0.05 0.05 0.70 0.75 0.72 0.70
0.70 0.05 0.05 0.65 0.70 0.68 0.68
0.65 0.05 0.10 0.70 0.68 0.65 0.70
0.70 0.05 0.05 0.75 0.72 0.70 0.75
0.75 0.05 0.15 0.75 0.72 0.75 0.75
0.70 0.05 0.10 0.65 0.70 0.68 0.70
0.75 0.08 0.10 0.70 0.75 0.72 0.75

„Kohärenzprüfer“ → misst Stabilität (ΔK)

0.68 0.10 0.08 0.45 0.70 0.65 0.80
0.75 0.12 0.10 0.62 0.75 0.72 0.85
0.55 0.15 0.25 0.60 0.60 0.58 0.70
0.30 0.08 0.00 0.20 0.40 0.35 0.50
-0.45 -0.25 -0.70 -0.60 0.10 -0.40 -0.75
0.60 0.10 0.10 0.55 0.65 0.62 0.75
0.35 0.08 0.00 0.30 0.45 0.40 0.40
0.78 0.15 0.15 0.65 0.78 0.75 0.85
0.82 0.10 0.10 0.72 0.85 0.82 0.90
0.60 0.10 0.08 0.50 0.65 0.60 0.60
0.55 0.08 -0.25 0.40 0.60 0.50 0.55
0.50 0.08 0.10 0.50 0.65 0.55 0.65
0.60 0.10 0.15 0.55 0.70 0.62 0.70
0.65 0.12 0.25 0.65 0.75 0.65 0.75
0.75 0.10 0.10 0.75 0.82 0.78 0.90
0.80 0.10 0.15 0.72 0.80 0.78 0.85
0.60 0.12 0.20 0.58 0.70 0.62 0.70
0.62 0.10 0.15 0.55 0.70 0.65 0.70
0.68 0.10 0.20 0.60 0.75 0.68 0.75
0.35 0.08 0.00 0.30 0.55 0.40 0.45
0.62 0.15 0.25 0.62 0.70 0.65 0.70
0.65 0.15 0.20 0.65 0.72 0.65 0.75
0.72 0.10 0.10 0.62 0.72 0.70 0.75
0.68 0.10 0.10 0.60 0.70 0.65 0.70
0.62 0.10 0.10 0.55 0.70 0.65 0.70
-0.35 -0.15 -0.60 -0.55 0.10 -0.30 -0.65
0.68 0.10 0.15 0.60 0.75 0.70 0.80
0.72 0.10 0.10 0.62 0.75 0.72 0.80
0.78 0.10 0.10 0.70 0.78 0.75 0.85
0.72 0.10 0.10 0.65 0.75 0.72 0.80
0.68 0.10 0.15 0.70 0.75 0.70 0.80
0.72 0.10 0.10 0.75 0.75 0.72 0.85
0.78 0.10 0.20 0.75 0.75 0.75 0.85
0.72 0.10 0.15 0.65 0.75 0.72 0.80
0.78 0.12 0.15 0.70 0.78 0.75 0.85

„Emergenz-Beobachter“ → erkennt neue Strukturen

0.60 0.10 0.20 0.50 0.55 0.55 0.60
0.75 0.15 0.30 0.70 0.65 0.70 0.70
0.55 0.20 0.40 0.65 0.50 0.55 0.60
0.30 0.10 0.05 0.25 0.30 0.30 0.35
-0.20 -0.20 -0.50 -0.40 0.05 -0.20 -0.45
0.65 0.15 0.25 0.60 0.55 0.60 0.60
0.35 0.10 0.05 0.30 0.35 0.35 0.30
0.80 0.25 0.40 0.75 0.70 0.75 0.70
0.85 0.15 0.25 0.80 0.75 0.80 0.75
0.60 0.10 0.15 0.50 0.55 0.55 0.50
0.55 0.10 -0.20 0.40 0.50 0.50 0.40
0.50 0.10 0.15 0.55 0.55 0.55 0.55
0.65 0.15 0.30 0.60 0.60 0.60 0.60
0.70 0.20 0.40 0.75 0.65 0.70 0.70
0.80 0.15 0.30 0.85 0.75 0.80 0.80
0.82 0.15 0.35 0.80 0.75 0.80 0.75
0.60 0.20 0.35 0.65 0.60 0.60 0.60
0.62 0.15 0.30 0.60 0.60 0.60 0.60
0.70 0.15 0.35 0.70 0.65 0.70 0.70
0.35 0.10 0.05 0.30 0.45 0.40 0.35
0.65 0.25 0.45 0.70 0.60 0.65 0.65
0.70 0.25 0.40 0.75 0.65 0.70 0.70
0.75 0.15 0.30 0.70 0.70 0.70 0.70
0.70 0.15 0.30 0.70 0.65 0.65 0.65
0.65 0.15 0.20 0.60 0.65 0.60 0.60
-0.10 -0.10 -0.40 -0.30 0.05 -0.10 -0.30
0.70 0.15 0.30 0.65 0.70 0.70 0.70
0.75 0.15 0.25 0.65 0.70 0.70 0.70
0.80 0.15 0.30 0.75 0.75 0.75 0.75
0.75 0.15 0.25 0.70 0.70 0.70 0.70
0.70 0.15 0.30 0.75 0.70 0.70 0.70
0.75 0.15 0.25 0.80 0.70 0.70 0.75
0.80 0.15 0.35 0.80 0.70 0.75 0.75
0.75 0.15 0.30 0.70 0.70 0.70 0.70
0.80 0.20 0.30 0.75 0.75 0.75 0.75

„Hub-Detektor“ → erkennt Orientierungspunkte hintereinander neu

0.65 0.20 0.20 0.60 0.60 0.60 0.70
0.75 0.25 0.25 0.70 0.70 0.70 0.80
0.55 0.30 0.40 0.70 0.55 0.60 0.65
0.30 0.20 0.10 0.30 0.35 0.35 0.40
-0.30 -0.40 -0.70 -0.60 -0.20 -0.40 -0.70
0.65 0.20 0.25 0.65 0.60 0.65 0.65
0.35 0.20 0.10 0.35 0.40 0.40 0.35
0.80 0.30 0.40 0.75 0.70 0.75 0.75
0.85 0.20 0.25 0.80 0.80 0.80 0.85
0.60 0.20 0.20 0.60 0.60 0.60 0.60
0.55 0.15 -0.25 0.45 0.50 0.50 0.50
0.50 0.15 0.15 0.55 0.55 0.55 0.60
0.65 0.20 0.30 0.65 0.65 0.65 0.65
0.70 0.25 0.40 0.75 0.65 0.70 0.70
0.80 0.20 0.30 0.85 0.80 0.80 0.85
0.82 0.20 0.35 0.80 0.80 0.80 0.85
0.60 0.25 0.35 0.65 0.65 0.65 0.65
0.62 0.20 0.30 0.65 0.65 0.65 0.65
0.70 0.20 0.35 0.70 0.70 0.70 0.70
0.35 0.20 0.10 0.35 0.50 0.45 0.40
0.65 0.30 0.45 0.70 0.65 0.65 0.70
0.70 0.30 0.40 0.75 0.65 0.70 0.70
0.75 0.20 0.30 0.70 0.70 0.70 0.75
0.70 0.20 0.30 0.70 0.65 0.65 0.70
0.65 0.20 0.20 0.65 0.65 0.65 0.65
-0.20 -0.30 -0.60 -0.50 -0.20 -0.30 -0.60
0.70 0.20 0.30 0.65 0.70 0.70 0.75
0.75 0.20 0.25 0.70 0.70 0.70 0.75
0.80 0.20 0.30 0.75 0.75 0.75 0.80
0.75 0.20 0.25 0.70 0.70 0.70 0.75
0.70 0.20 0.30 0.75 0.70 0.70 0.75
0.75 0.20 0.25 0.80 0.70 0.75 0.80
0.80 0.20 0.35 0.80 0.70 0.75 0.80
0.75 0.20 0.30 0.70 0.70 0.70 0.75
0.80 0.25 0.30 0.75 0.75 0.75 0.80
