id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,datum,lehrkraft_id,gruppe_id,teilnehmer_id,polaritaet_gesamt,d_semantisch,delta_d_semantisch,delta_vector_norm,polaritaet_shift,dominanz_shift,dominante_dimension,dominante_dimension_wert,operator_count,modulator_count,has_operator,operator_names,modulator_names,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation
2401,1665,3050,2024-05-27,10,0,12,1,0.99141868047763,,0.0,0.0,1,kognition,0.811,0,0,0,,,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0
2399,1659,3045,2024-06-12,10,4,12,1,4.2682976181147,3.27687893763707,0.7905932848241406,0.0,1,regulation,1.9720680414444,1,1,1,leicht,leicht,0.42123744044348,0.086383249056085,0.20650898079698,0.4477473853082,0.39851133620073,0.44686631738203,0.46202575303498
2397,1652,3040,2024-08-14,10,4,12,1,1.4952397801022,-2.7730578380125004,0.2797995373260407,0.0,0,regulation,1.0,0,0,0,,,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427
2396,1649,3036,2024-08-28,10,4,12,1,1.4952397801022,0.0,0.0,0.0,0,regulation,1.0,0,0,0,,,0.33907378335502,0.033439229127714,0.080254149906513,0.39057019621169,0.3216853842086,0.41732157951387,0.66878458255427
2377,1584,2964,2025-05-05,12,0,12,1,3.9135514572177,,0.0,0.0,1,regulation,1.892760396549,0,0,0,,,0.48290780948926,0.11731649097598,0.12662994423003,0.34729939776507,0.45097294355673,0.42319516836709,0.48364141389889
2376,1582,2961,2025-05-12,12,0,12,1,3.8926795210269,-0.020871936190800078,0.28169516638469244,0.0,1,kognition,2.4418662631931,0,0,0,,,0.62729540848379,0.090561723482318,0.22717583235997,0.21605312167863,0.49577012117614,0.39124498306449,0.31803371973125
357,374,553,2025-05-15,12,5,15,1,3.681481728385,-0.21119779264189997,0.32220413717460133,0.0,1,regulation,1.9269331619492,0,0,0,,,0.49405201253138,0.1252751710272,0.14791071927907,0.35160576895237,0.36752501007033,0.43090072193279,0.52341097145273
529,508,771,2025-05-15,12,0,8,1,2.4564810708561,-1.2250006575289003,0.23331878760752447,0.0,0,regulation,1.5628759588333,0,0,0,,,0.31636149321959,0.18681643735396,0.10786420183217,0.39532500409799,0.38424419058719,0.38035130705377,0.6362229349723
2375,1579,2958,2025-05-19,12,0,12,1,3.6332058772968,1.1767248064407,0.1412390977378355,0.0,0,regulation,1.9675111922216,0,0,0,,,0.36460133817623,0.14073107902661,0.12452320262745,0.41522702857721,0.39809856392654,0.45562450837578,0.54153434826599
2374,1577,2955,2025-05-26,12,0,12,1,3.6437448867909,0.010539009494100249,0.2618165708621088,0.0,1,performanz,2.1022287060364,0,0,0,,,0.48094905762344,0.011578306306002,0.1378347682621,0.35598328282003,0.35081221288435,0.57694020902922,0.40852995418407
909,884,1360,2025-06-02,12,0,6,1,2.6798718191719,-0.9638730676190002,0.3158126674851202,0.0,1,kognition,1.7320972701215,1,0,1,wenig,,0.64633345311353,0.024003768990041,0.13329549030613,0.249982108482,0.4941178302569,0.4250637834785,0.27672916535662
2373,1572,2951,2025-08-18,12,0,12,1,4.9791815574595,2.2993097382876004,0.12650233691503718,0.0,0,kognition,2.9796031696704,1,0,1,nicht,,0.59841103425848,0.076333183634341,0.15553733272238,0.25744224192988,0.48917452388565,0.40541565792172,0.37676454468877
208,210,340,2025-08-25,12,0,13,1,3.7834187822736,-1.1957627751859006,0.31839658326580017,0.0,1,performanz,2.1524916087874,0,0,0,,,0.43529939562806,0.035551443866491,0.119184436252,0.4104201615304,0.35006848278279,0.56892616001453,0.42470070376623
209,210,341,2025-08-25,12,0,13,1,4.3522760147837,0.5688572325101005,0.3929692387002892,0.0,1,kognition,2.7452166646962,0,0,0,,,0.63075281711065,0.017768497628993,0.20207036591305,0.22177227983068,0.51367936615702,0.4188632863995,0.26926241499257
210,210,342,2025-08-25,12,0,13,1,2.4618609597996,-1.8904150549841003,0.2292892283191302,0.0,0,kognition,1.6566860222492,0,0,0,,,0.67293779783815,0.0,0.25562377022792,0.15425123718291,0.44110365154733,0.5044428994776,0.094734207310967
211,210,343,2025-08-25,12,0,13,1,2.1790951612463,-0.28276579855329986,0.544364768149807,0.0,0,kognition,1.2999584535744,1,0,1,oftmals,,0.59655608948717,0.36482865266828,0.40980739984522,0.39460415496634,0.35073160358203,0.24677962783086,0.058688343660483
212,210,344,2025-08-25,12,0,13,1,2.4341848557115,0.2550896944651999,0.2450041963275928,0.0,0,kognition,1.6229685506471,1,0,1,nur,,0.66673731843571,0.21912174607937,0.35097387488206,0.27562483783569,0.42556546979113,0.34883221564476,0.0741430813778
213,210,345,2025-08-25,12,0,13,1,3.9560894930898,1.5219046373783,0.35771378457871134,0.0,0,kognition,2.3046080868641,0,0,0,,,0.58254553276267,0.092729194618528,0.24497587808602,0.25983247038316,0.43843250355824,0.44776667135834,0.36303277755645
2368,1570,2945,2025-08-25,12,0,12,1,4.7272578340427,0.7711683409528995,0.27855244397409323,0.0,1,performanz,2.1834193470863,1,0,1,ziemlich,,0.40939526234525,0.19494675496675,0.26216929806182,0.43140491422681,0.38087108066135,0.46187764766845,0.42561763210998
2369,1570,2946,2025-08-25,12,0,12,1,3.7777885891187,-0.9494692449239994,0.2035726397310129,0.0,1,kognition,2.0339856327016,0,0,0,,,0.53840499558663,0.20501595204781,0.31038098396524,0.33358174359969,0.42191361623921,0.41611001111322,0.33062282175447
2370,1570,2947,2025-08-25,12,0,12,1,3.0240571504654,-0.7537314386533001,0.4687396258684647,0.0,1,regulation,1.4279047558095,2,0,1,"nur, manchmal",,0.33940662801459,0.35165369924952,-0.028935370103071,0.47015906248171,0.44061701743393,0.34950231383445,0.47218024096779
2371,1570,2948,2025-08-25,12,0,12,1,1.5890209998845,-1.4350361505809002,0.6666350901028458,0.0,1,motivation,0.85188551646247,0,0,0,,,0.33406255970934,0.45645506608696,0.46047891028742,0.53610377426518,0.18684581263477,0.36274856741847,0.11871153327529
2372,1570,2949,2025-08-25,12,0,12,1,2.3208408179343,0.7318198180497999,0.7638736664533137,0.0,1,regulation,1.5571762433389,1,0,1,nicht,,0.2885285852229,0.17105795725093,0.087808235107792,0.35518519692206,0.3070362668932,0.45735000746242,0.67095059764542
2357,1568,2934,2025-09-01,12,0,12,1,3.535433115609,1.2145922976747001,0.48493079245028353,0.0,1,kognition,2.0164952679339,1,0,1,selten,,0.57036563791144,0.033016511423778,0.12199100767119,0.31734595650186,0.47925212650319,0.45533452674429,0.3478288343536
2358,1568,2935,2025-09-01,12,0,12,1,3.1813676431278,-0.3540654724811998,0.3535325591780323,0.0,1,performanz,1.4780206620485,0,0,0,,,0.43697363840821,0.31432923474525,0.046982968609961,0.43014855236104,0.39172434957001,0.46458510363938,0.39207451324792
2359,1568,2936,2025-09-01,12,0,12,1,3.8995392280503,0.7181715849224997,0.37079857345319844,0.0,1,methodik,2.0534298272575,0,0,0,,,0.51572033646035,0.023111379596837,0.14713864022183,0.29720121974227,0.52658133214136,0.45873431996406,0.3684967432254
2360,1568,2937,2025-09-01,12,0,12,1,3.3659078131316,-0.5336314149187,0.1579236488404015,0.0,1,kognition,1.8644313920995,0,0,0,,,0.55391471081846,0.027419524844313,0.15221827542323,0.29709727428258,0.43315863907753,0.40624546152473,0.47783024759156
2361,1568,2938,2025-09-01,12,0,12,1,2.3654242772316,-1.0004835359,0.5276035592765752,0.0,1,motivation,1.1646065491769,4,1,1,"nur, manchmal, etwas, nicht",etwas,0.32899178951382,0.42911044764118,0.0065736010195556,0.49234365139069,0.36822892694217,0.37707320345214,0.432894842167
2362,1568,2939,2025-09-01,12,0,12,1,1.2396455138466,-1.1257787633849998,0.7403977274381509,0.0,1,performanz,1.0,0,0,0,,,0.24522941785392,0.0,0.28233650081865,0.35332396388163,0.19360217198993,0.80667571662473,0.21699576777205
2338,1564,2915,2025-09-15,12,0,12,1,4.2776947265947,3.0380492127481,0.6421485844490196,0.0,1,kognition,2.4410982889583,0,0,0,,,0.57065609830007,0.061680906507123,0.098417161158226,0.35536178558859,0.45537212052641,0.40162071683407,0.40732235788888
2339,1564,2916,2025-09-15,12,0,12,1,4.6361765459891,0.3584818193943997,0.1042864022536135,0.0,0,kognition,2.6228056368715,0,0,0,,,0.56572478498315,0.048988682338982,0.17044432813436,0.3147111289115,0.48920271513479,0.42441388016159,0.36056963398192
2340,1564,2917,2025-09-15,12,0,12,1,2.5548891531968,-2.0812873927923,0.3445103652317985,0.0,0,kognition,1.65799276022,1,0,1,meistens,,0.64894645964613,0.0,0.26242424293343,0.17143533804532,0.43067955000217,0.53294810871909,0.10528791309176
2341,1564,2918,2025-09-15,12,0,12,1,3.5517580419398,0.9968688887430002,0.4810962859164742,0.0,1,performanz,1.7816761805797,1,1,1,leicht,leicht,0.42323574484856,0.16129366203002,0.30455667553456,0.39291713687201,0.3511092726904,0.50163078206162,0.4156926989252
2342,1564,2919,2025-09-15,12,0,12,1,2.5677818078907,-0.9839762340490998,0.423886946565499,0.0,1,motivation,1.2052751378734,2,1,1,"etwas, nicht",etwas,0.35414748083857,0.38945317322984,-0.016509864641924,0.46938195463106,0.38464361882541,0.39297273842287,0.44713277366814
2343,1564,2920,2025-09-15,12,0,12,-1,8.2665624494096,5.6987806415188995,1.9449229674075164,2.0,1,performanz,-4.8289365008686,2,0,1,"kein, sehr",,-0.48243190746461,-0.021838398418002,-0.081585814298826,-0.335840333101,-0.3736696815313,-0.58415220218792,-0.40801019470689
2329,1562,2905,2025-09-22,12,0,12,1,4.2776947265947,-3.9888677228148994,1.9874498713158884,2.0,1,kognition,2.4410982889583,0,0,0,,,0.57065609830007,0.061680906507123,0.098417161158226,0.35536178558859,0.45537212052641,0.40162071683407,0.40732235788888
2330,1562,2906,2025-09-22,12,0,12,1,4.4247995695105,0.14710484291579995,0.21797160941963714,0.0,0,kognition,2.7431027601632,0,0,0,,,0.61993690735636,0.028768242753371,0.20958625007286,0.24606156155614,0.50280793819869,0.42502155926261,0.27733420685918
2331,1562,2907,2025-09-22,12,0,12,1,0.47720959755646,-3.94758997195404,0.67476644167322,0.0,1,motivation,0.292,0,0,0,,,0.42538068645846,0.16763770894915,0.25145656342372,0.61187763766439,0.0,0.52386784046609,0.28079316248982
2332,1562,2908,2025-09-22,12,0,12,1,3.9909291971125,3.51371959955604,0.5188823480783483,0.0,1,performanz,2.0864958050995,0,0,0,,,0.50686404877188,0.033885703813723,0.13418955811809,0.37059932669004,0.40085263899891,0.52280821682502,0.39060672750351
2333,1562,2909,2025-09-22,12,0,12,1,3.445161991689,-0.5457672054235001,0.4184386620721346,0.0,1,regulation,1.6593102589405,0,0,0,,,0.35697457681494,0.30867452774446,-0.051124322883014,0.44905706607895,0.45666641004076,0.36400878395462,0.48163350420338
2334,1562,2910,2025-09-22,12,0,12,-1,1.5473173559422,-1.8978446357468,1.9023488856255626,2.0,1,motivation,-0.875,1,0,1,kein,,-0.26174164015434,0.0,-0.34252609699211,-0.56549119786432,-0.23330551134745,-0.56484492220962,-0.34769630222972
2323,1560,2899,2025-09-29,12,0,12,1,3.1105149252108,1.5631975692686002,1.9530427307629998,2.0,1,kognition,1.6517086769815,0,0,0,,,0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904
2324,1560,2900,2025-09-29,12,0,12,1,3.9754603937968,0.8649454685859999,0.09463461116742543,0.0,0,kognition,2.1118789605959,0,0,0,,,0.53122744012662,0.022266357176725,0.15845702965771,0.31305095472288,0.4683200092299,0.49369494887372,0.36211699940813
2325,1560,2901,2025-09-29,12,0,12,1,2.4618609597996,-1.5135994339972,0.3571920323661038,0.0,0,kognition,1.6566860222492,0,0,0,,,0.67293779783815,0.0,0.25562377022792,0.15425123718291,0.44110365154733,0.5044428994776,0.094734207310967
2326,1560,2902,2025-09-29,12,0,12,1,3.4752254188631,1.0133644590635003,0.6412574525139338,0.0,1,performanz,1.7185730315922,0,0,0,,,0.31877151424459,0.19146773728403,0.17310725067521,0.46890082280075,0.38408892483263,0.49451988842658,0.46883978948033
2327,1560,2903,2025-09-29,12,0,12,1,2.4727359267413,-1.0024894921218004,0.28325759356945984,0.0,0,performanz,1.5583528329756,0,0,0,,,0.42450201381654,0.020128723815308,0.15990248555212,0.38637338240925,0.27902517895313,0.63021146496408,0.41171598220526
2328,1560,2904,2025-09-29,12,0,12,1,2.841063020011,0.36832709326970026,0.19213587499693632,0.0,0,performanz,1.5837821959966,0,0,0,,,0.55022689874004,0.017598984485026,0.17699477617066,0.31911897982531,0.36269353678425,0.5574591659001,0.3485142733362
766,746,1144,2025-10-13,12,1,2,1,3.1105149252108,0.2694519051998001,0.08714841858776332,0.0,1,kognition,1.6517086769815,0,0,0,,,0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904
767,746,1145,2025-10-13,12,1,2,1,3.1172442691244,0.006729343913599806,0.3316888070500413,0.0,0,kognition,2.1688746734496,0,0,0,,,0.69576444081953,0.0,0.16369007378504,0.15193693723741,0.48658802563816,0.43032265210642,0.20995395265513
768,746,1146,2025-10-13,12,1,2,1,3.5717878102127,0.4545435410883001,0.24375194921941667,0.0,0,kognition,1.8941985677148,0,0,0,,,0.5303207707611,0.0025796929428273,0.21368847062502,0.26998418773395,0.48896612273076,0.52657343227264,0.289527119649
769,746,1147,2025-10-13,12,1,2,1,3.648548811648,0.07676100143529974,0.36601227780207196,0.0,1,performanz,1.8144280300528,0,0,0,,,0.38885845163842,0.19199426251791,0.31575625939891,0.41583833205431,0.32791525199639,0.49729992682597,0.42949116716453
2307,1557,2883,2025-10-27,12,0,12,1,4.9394420737157,1.2908932620677,0.2799443878015651,0.0,1,kognition,2.4326861730502,0,0,0,,,0.49250122012423,0.065627662434388,0.11087900069211,0.40607281181281,0.40499815995921,0.44606679359696,0.46145761870759
2308,1557,2884,2025-10-27,12,0,12,-1,2.4366088452089,-2.5028332285068,1.9558125752086342,2.0,1,performanz,-1.4552652158942,0,0,0,,,-0.21141108626145,-0.15707180025819,-0.29598138611071,-0.37273403427469,-0.25021502605258,-0.59724778816174,-0.53364545639735
2309,1557,2885,2025-10-27,12,0,12,1,2.9393234666911,0.5027146214822,1.9046270017546063,2.0,1,kognition,1.7128268811499,1,0,1,selten,,0.58272628830988,-0.065543238499284,-0.011082298640285,0.37659727764101,0.42827006722132,0.47536769214643,0.3237118046401
2310,1557,2886,2025-10-27,12,0,12,1,3.8838793061339,0.9445558394428,0.25000775084312493,0.0,0,kognition,2.0461096300162,1,0,1,besonders,,0.52681975945728,0.069481231038198,0.10297437976036,0.38799774098501,0.3506570616886,0.45990962201269,0.47117400700764
2311,1557,2887,2025-10-27,12,0,12,1,3.8411483190915,-0.04273098704239997,0.3134591668438878,0.0,0,kognition,2.509295155464,0,0,0,,,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101
2312,1557,2888,2025-10-27,12,0,12,1,0.99141868047763,-2.8497296386138697,0.44053217772247877,0.0,0,kognition,0.811,0,0,0,,,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0
2687,1792,3396,2025-10-27,12,0,17,1,4.3258647160129,3.3344460355352696,0.6882568975720836,0.0,0,kognition,2.3289522253193,1,0,1,weitgehend,,0.53837717876996,0.045037687757293,0.091400304366745,0.36030747239073,0.39133916782648,0.46224732450067,0.45069121706779
2688,1792,3397,2025-10-27,12,0,17,1,3.1813676431278,-1.1444970728850996,0.3051111649664717,0.0,1,performanz,1.4780206620485,0,0,0,,,0.43697363840821,0.31432923474525,0.046982968609961,0.43014855236104,0.39172434957001,0.46458510363938,0.39207451324792
2689,1792,3398,2025-10-27,12,0,17,1,3.4507597507663,0.26939210763849974,0.32680603341964326,0.0,0,performanz,1.7576385021604,0,0,0,,,0.44464530526223,0.098341955792704,0.27435660761333,0.36291912005201,0.37409352724782,0.50934679190639,0.43156883465415
2690,1792,3399,2025-10-27,12,0,17,1,4.363566322741,0.9128065719746998,0.1508036844492642,0.0,0,performanz,1.9966423536502,0,0,0,,,0.38111368433806,0.2107779087295,0.2996903444672,0.41367887200184,0.37838787209203,0.45757016858961,0.44365312663578
2691,1792,3400,2025-10-27,12,0,17,-1,2.1129969924978,-2.2505693302432,1.8360483908580172,2.0,0,performanz,-1.8674785612985,0,0,0,,,-0.23666123224212,0.09973348232948,-0.23115913641968,-0.28495457071789,-0.12530584779423,-0.88380141094134,0.050941979720327
2692,1792,3401,2025-10-27,12,0,17,1,0.99141868047763,-1.1215783120201697,1.7426987257072626,2.0,1,kognition,0.811,0,0,0,,,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0
2301,1555,2877,2025-11-03,12,0,12,1,4.7653905687971,3.77397188831947,0.7278024820310803,0.0,0,kognition,2.2414953024427,1,0,1,meistens,,0.47036870669794,0.071220868695358,0.091961975579142,0.39006654587399,0.46307096173179,0.4334201960125,0.45910780175665
2302,1555,2878,2025-11-03,12,0,12,1,3.9956993418333,-0.7696912269638001,0.2736692789969565,0.0,0,kognition,2.4784503914436,0,0,0,,,0.62027794802174,0.017456248999166,0.13276811815846,0.24254013544875,0.49304966323876,0.45222844057314,0.30146959684203
2303,1555,2879,2025-11-03,12,0,12,1,3.4630972641871,-0.5326020776461999,0.37827930961428563,0.0,0,kognition,1.8759903888504,0,0,0,,,0.54170727203588,0.3129745356665,0.08516789395408,0.37028327702736,0.34637143840003,0.43219758329334,0.39681632595585
2304,1555,2880,2025-11-03,12,0,12,1,4.5051999610504,1.0421026968633003,0.2738624173337,0.0,0,kognition,2.2147698359634,0,0,0,,,0.49160191314302,0.062345305630295,0.07325617380748,0.40938129345955,0.38284523733197,0.45825543665079,0.47424482196104
2305,1555,2881,2025-11-03,12,0,12,1,4.4336617364237,-0.07153822462670067,0.18566152987393095,0.0,0,kognition,2.1820491743331,0,0,0,,,0.49215397621954,0.1998670220788,0.11445072171214,0.39248883283008,0.46126862894737,0.42771883525212,0.39366803854352
2306,1555,2882,2025-11-03,12,0,12,1,3.3757674034713,-1.0578943329523995,0.2578356940281289,0.0,1,performanz,1.6957300889367,2,0,1,"jedoch, manchmal",,0.44488849347411,0.021080049692254,0.21963124294433,0.45607611170093,0.35462502257453,0.50232283893866,0.40901527065618
2293,1553,2869,2025-11-10,12,0,12,1,3.9028243912711,0.5270569877997997,0.22464042513171129,0.0,1,kognition,2.1928329711058,1,0,1,weitgehend,,0.56185652560873,0.035514064351567,0.10716096158394,0.3336892807476,0.43935402011948,0.47241530936597,0.37948739649417
2294,1553,2870,2025-11-10,12,0,12,1,3.2676087905419,-0.6352156007291998,0.3192755378111094,0.0,0,kognition,1.5921009565853,0,0,0,,,0.487235830934,0.3217676297975,0.077153240661545,0.42089421911035,0.40731311868329,0.40263476371624,0.3846263394302
2295,1553,2871,2025-11-10,12,0,12,1,3.1819690767104,-0.08563971383150015,0.31897736892965683,0.0,1,performanz,1.6514653847318,0,0,0,,,0.46303540907394,0.052306337430451,0.18165981882267,0.37481530099105,0.44958792227474,0.51900573351321,0.37131243005745
2296,1553,2872,2025-11-10,12,0,12,1,3.4752254188631,0.29325634215270036,0.252000911720949,0.0,0,performanz,1.7185730315922,0,0,0,,,0.31877151424459,0.19146773728403,0.17310725067521,0.46890082280075,0.38408892483263,0.49451988842658,0.46883978948033
2282,1551,2858,2025-11-17,12,0,12,1,4.2776947265947,0.8024693077316001,0.3409635347534045,0.0,1,kognition,2.4410982889583,0,0,0,,,0.57065609830007,0.061680906507123,0.098417161158226,0.35536178558859,0.45537212052641,0.40162071683407,0.40732235788888
2283,1551,2859,2025-11-17,12,0,12,1,2.3428052989296,-1.9348894276651003,0.12695573589083742,0.0,1,methodik,1.3071304723696,0,0,0,,,0.51447576205092,0.042683689169047,0.09160513239389,0.31116409404235,0.55793150786012,0.39453333050523,0.40165351508073
2284,1551,2860,2025-11-17,12,0,12,1,2.9587323352089,0.6159270362793001,0.6753123787587323,0.0,1,motivation,1.8151486855143,0,0,0,,,0.20418107569392,0.27982740008289,0.36160357600822,0.61348656958536,0.19574299446748,0.33674943419556,0.47027814781919
2285,1551,2861,2025-11-17,12,0,12,1,3.4721038792412,0.5133715440322999,0.3696461165879126,0.0,1,performanz,1.8125938090566,0,0,0,,,0.39217224110269,0.21769801896299,0.29717024810151,0.46920701499411,0.33079089078195,0.52204330620997,0.32921959148461
2286,1551,2862,2025-11-17,12,0,12,1,3.0088267944093,-0.4632770848318999,0.2931632782140201,0.0,0,performanz,1.7349960417186,0,0,0,,,0.49568317504876,0.021792505626107,0.18265534692838,0.34599423350428,0.40517032831338,0.57663348339209,0.32260265823754
2287,1551,2863,2025-11-17,12,0,12,1,3.2379606701601,0.2291338757507999,0.2621643033911791,0.0,1,kognition,1.849922694321,0,0,0,,,0.5713216340621,0.12063015118021,0.19159993403518,0.2783530109129,0.41940988898627,0.40154469162218,0.45574121233897
2139,1513,2713,2025-11-24,12,1,40,1,4.3258647160129,1.0879040458527998,0.16749428252840115,0.0,0,kognition,2.3289522253193,1,0,1,weitgehend,,0.53837717876996,0.045037687757293,0.091400304366745,0.36030747239073,0.39133916782648,0.46224732450067,0.45069121706779
2140,1513,2714,2025-11-24,12,1,40,1,2.7008782028216,-1.6249865131913,0.3010129343496337,0.0,0,kognition,1.8124059963247,0,0,0,,,0.67104073187158,0.0,0.13221920340388,0.18986342323182,0.46057081054162,0.46390437256253,0.26236264134944
2141,1513,2715,2025-11-24,12,1,40,1,4.105530115666,1.4046519128444004,0.42797641863991137,0.0,1,regulation,1.9603476546835,0,0,0,,,0.40874243667907,0.052973024371062,0.031854050439072,0.42453459808445,0.46443239119492,0.45296988137695,0.47748836924115
2142,1513,2716,2025-11-24,12,1,40,1,3.5863224441572,-0.5192076715088003,0.07697112170879693,0.0,1,performanz,1.7011124840356,1,0,1,meistens,,0.44140928068148,0.05461982512367,0.046057928264602,0.44525025198419,0.40530347089364,0.47433206779451,0.46101844996376
2143,1513,2717,2025-11-24,12,1,40,1,3.771468009549,0.18514556539179994,0.3494932885782025,0.0,0,performanz,1.8171380778151,0,0,0,,,0.36111509572411,0.22685067187805,0.32978668596496,0.42468678617285,0.34745157352079,0.48181059871337,0.41969892040688
2278,1550,2854,2025-11-24,12,0,12,1,4.7653905687971,0.9939225592481002,0.33343466375143427,0.0,1,kognition,2.2414953024427,1,0,1,meistens,,0.47036870669794,0.071220868695358,0.091961975579142,0.39006654587399,0.46307096173179,0.4334201960125,0.45910780175665
