id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,type,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,cluster_id,pca_1,pca_2
2020,6,19,MAT,2025-09-04,Geometrie: kreis,"fühlt sich ziemlich sicher bei der Anwendung des Gelernten in neuen Kontexten | Einstellung zum Fach MAT hat sich in den letzten Stunden verbessert | kann in der Regel logische Verbindungen zwischen verschiedenen Themen herstellen | nutzt oft abwechslungsreiche Formulierungen | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | add | Fach		Thema",4,3,1,2020,3,0.398228,0.291264,0.340713,0.402728,0.396317,0.40135,0.400192,motivation,0.402728,1,0.999998,1,-2.8983157530831356,0.1193552412791711
14,7,20,PHY,2025-09-05,Weitere Themen: vorbblf,"beherrscht die spezifischen Fachbegriffe zuverlässig | Einstellung zum Fach MAT hat sich in den letzten Stunden stark verbessert | arbeitet konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben | kann sich zuverlässig an früher Gelerntes erinnern und es nutzen | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden",5,4,1,14,3,0.406206,0.228541,0.339739,0.409542,0.406202,0.410022,0.40804,performanz,0.410022,1,0.999998,1,-1.868844288747459,0.24085841627904056
863,7,6,MAT,2025-09-05,Dezimalzahlen: vorblk,"kann meistens den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Selbstständigkeit hat sich in den letzten Wochen verbessert | erreicht in der Regel vereinbarte Lernziele | strebt meist danach, Aufgaben ohne Hilfe zu bewältigen | kann sich nach einer unerwarteten Unterbrechung schnell wieder auf den Unterricht fokussieren",5,4,1,863,3,0.405658,0.277913,0.31973,0.400272,0.410033,0.402998,0.406477,methodik,0.410033,1,0.999998,1,-2.0761159314305964,0.006623486025201839
954,7,11,MAT,2025-09-05,Dezimalzahlen: vorblk,"kann sein Wissen im Unterricht besser anwenden als in Testsituationen | Ausdauer hat sich, vor allem hinsichtlich schwieriger oder umfangreicher Aufgaben, verbessert | kann nur wenig geschickt zwischen Aufgaben wechseln, die unterschiedliche Lernbereiche abdecken | ist allgemein motiviert | nutzt oft abwechslungsreiche Formulierungen",5,4,1,954,3,0.46761,0.120653,0.213482,0.406369,0.440936,0.439752,0.410199,kognition,0.46761,1,0.999998,0,2.1223951015667537,-1.2202796768425626
13,2,20,MAT,2025-09-08,Newtonsche Gesetze: VorbLK,"kann erlerntes Wissen auch bei unangekündigten Tests zuverlässig abrufen | Geschwindigkeit beim Lösen von Aufgaben hat sich in den letzten Stunden ohne Qualitätsverlust erhöht | kann den eigenen Lösungsweg häufig nachvollziehbar mündlich präsentieren | versucht sich oftmals erneut an Aufgaben, mit denen es kurz zuvor Probleme gab | ist oft fähig, Aufgaben ohne direkte Anleitung zu beginnen",1,0,1,13,3,0.402272,0.26481,0.325911,0.408358,0.402112,0.407705,0.408849,regulation,0.408849,1,0.999998,1,-2.1581414266044763,0.41934918495013196
89,2,16,MAT,2025-09-08,Weitere Themen: VorbBLF,"konnte Wissen in der heutigen Stunde grundlegend erweitern | konnte in den vergangenen Wochen viele neue Lernstrategien durch die Nachhilfe entwickeln | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | immer bereit für Lernerfolg zusätzlichen Aufwand zu betreiben | teilt sich die eigene Lernzeit angemessen ein",1,0,1,89,3,0.422525,0.220279,0.281186,0.409472,0.423417,0.419781,0.413178,methodik,0.423417,1,0.999998,1,-0.4002021445546071,0.015260041629897816
135,2,21,PHY,2025-09-08,Weitere Themen: JahrAbschl,erinnert sich gut an den zuvor behandelten Stoff | Vorbereitung auf anstehende Tests hat sich verbessert | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten | kann Informationen gut nach ihrer Wichtigkeit unterscheiden | Erfolge fördern die Motivation normalerweise,1,0,1,135,3,0.42754,0.166062,0.297325,0.415547,0.413743,0.430533,0.414737,performanz,0.430533,1,0.999998,1,-0.18383096725171771,0.09556845760945144
735,0,4,MAT,2025-09-08,weitere Themen: Erörterung,Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigunkonzentriertvorbereitetfähig zu TransferdenkenBasiswissen vorhanden,1,0,21,735,3,0.59,0.52,0.32,0.57,0.46,0.61,0.41,performanz,0.61,1,1.340746,2,6.6705486326144605,0.30630656468571604
1566,0,12,MAT,2025-09-08,Grundrechenarten: DezZ,"kann Gelerntes gut auf andere Fächer oder den Alltag übertragen | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | hält Fristen für Hausaufgaben und Projekte konsequent ein | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte",1,0,1,1566,3,0.420087,0.157608,0.317225,0.413187,0.421564,0.421993,0.414165,performanz,0.421993,1,0.999998,1,-0.3853509791015064,0.07239561182739955
1805,0,17,MAT,2025-09-08,Fragewörter: W-Fragen,Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigunkonzentriertvorbereitetfähig zu Transferdenken,1,0,21,1805,3,0.58,0.51,0.3,0.56,0.45,0.6,0.4,performanz,0.6,1,1.312479,2,5.99469425514343,0.07087957207264561
320,1,3,MAT,2025-09-09,Dezimalzahlen: GRA,"kann erlerntes Wissen weitgehend in eigenen Worten wiedergeben | Zuverlässigkeit bei den Hausaufgaben hat sich verbessert | kann sein Vorwissen meistens reaktivieren, um neue Informationen besser zu verstehen | kann sich gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | muss selten an formale Vorgehensweisen erinnert werden",2,1,1,320,3,0.446105,0.044005,0.210098,0.422091,0.438556,0.441355,0.435457,kognition,0.446105,1,0.999998,0,2.5511525766299497,0.4549738375115818
389,4,15,MAT,2025-09-09,Weitere Themen: Terme,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Ausdauer hat sich, vor allem hinsichtlich schwieriger oder umfangreicher Aufgaben, erhöht | braucht ab und zu Ermutigung, nach Misserfolgen | kann sich weniger gut auf eine Aufgabe konzentrieren, wenn diese als zu schwer empfunden wird | kann einigermaßen flexibel mit unerwarteten Aufgabenstellungen umgehen",2,1,1,389,3,0.439834,0.219283,0.266938,0.40294,0.420414,0.418505,0.415869,kognition,0.439834,1,0.999998,1,-0.09059714851048735,-0.3613165914301472
424,2,5,MAT,2025-09-09,Weitere Themen: Terme,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Ausdauer hat sich, vor allem hinsichtlich schwieriger oder umfangreicher Aufgaben, erhöht | braucht ab und zu Ermutigung, nach Misserfolgen | kann sich weniger gut auf eine Aufgabe konzentrieren, wenn diese als zu schwer empfunden wird | kann einigermaßen flexibel mit unerwarteten Aufgabenstellungen umgehen",2,1,1,424,3,0.439834,0.219283,0.266938,0.40294,0.420414,0.418505,0.415869,kognition,0.439834,1,0.999998,1,-0.09059714851048735,-0.3613165914301472
450,2,8,MAT,2025-09-09,Weitere Themen: JahrAb,"nutzt oft die gegebenen Tipps | wendet die in der Nachhilfe gelernten Strategien meistens auch außerhalb der Nachhilfestunden an | kann Wissen, das in den letzten Nachhilfestunden thematisiert wurde, meistens abrufen | antwortet auf spontane Fragen zufriedenstellend | offen für neue Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | nM Statistik",2,1,1,450,3,0.436596,0.238468,0.159489,0.4171,0.434117,0.431854,0.422077,kognition,0.436596,1,0.999998,0,1.333763029936949,0.4328348363137685
554,2,9,PHY,2025-09-09,Weitere Themen: Terme,zeigt von Stunde zu Stunde meistens Fortschritte | Einfluss der Nachhilfe auf die gesamte schulische Entwicklung positiv | hat geplante Zeit überwiegend sinnvoll genutzt | Wechsel zwischen verschiedenen Themen gelingt mit wenig Aufwand | bringt vereinzelt eigene Ideen oder Vorschläge im Unterricht ein | nM rwDr,2,1,1,554,3,0.441777,0.0,0.31438,0.384052,0.44603,0.453669,0.392098,performanz,0.453669,1,0.999998,2,1.3924152119037045,-2.535243921613886
1476,2,7,MAT,2025-09-09,Potenzfunktion/-rechnung: Üb,"muss ab und zu an grundlegende Vorgehensweisen des Faches MAT erinnert werden | Vorbereitung auf anstehende Tests hat sich etwas verbessert | hat viel Vertrauen in die eigenen Fähigkeiten | plant Lernaktivitäten eher selten im Voraus | ergreift oft die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen",2,1,1,1476,3,0.424644,0.193491,0.293463,0.40474,0.421227,0.420737,0.42172,kognition,0.424644,1,0.999998,1,-0.28597855943906686,0.05240199296302715
207,4,13,MAT,2025-09-10,Geometrie: AufgLB,fühlt sich eher unsicher bei der Anwendung des Gelernten in neuen Kontexten | Einstellung zum Lernen hat sich in letzter Zeit geringfügig verbessert | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | vertraut nur selten den eigenen Fähigkeiten | setzt Prioritäten bei Lernaufgaben wenig sinnvoll,3,2,1,207,3,0.394338,0.323684,0.338793,0.395587,0.393611,0.393964,0.397889,regulation,0.397889,1,0.999998,1,-3.3976284955490375,-0.0039052310740497506
862,3,6,MAT,2025-09-10,Weitere Themen: VorbLK,"konnte Wissen in der heutigen Stunde grundlegend festigen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | kann seine Motivation normalerweise trotz den Fehlern, die er macht, aufrechterhalten | zeigt sich zielstrebig beim Erreichen von Lernzielen | kann nur wenig effektiv von einer Aufgabe zur anderen wechseln",3,2,1,862,3,0.430631,0.183207,0.33044,0.397725,0.428547,0.419085,0.392847,kognition,0.430631,1,0.999998,1,-0.6957164396347979,-1.3588720723687904
953,3,11,MAT,2025-09-10,Weitere Themen: VorbLK,"kann erlerntes Wissen nur begrenzt in eigenen Worten wiedergeben | Einstellung zum Fach MAT hat sich in den letzten Stunden verbessert | gibt nur manchmal zu erkennen, wenn er etwas nicht verstanden hat | schlägt gelegentlich sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | kommt normalerweise aus eigener Motivation zur Nachhilfe",3,2,1,953,3,0.420598,0.257271,0.275954,0.408295,0.414134,0.416823,0.410854,kognition,0.420598,1,0.999998,1,-0.9145339642583671,0.0876995058787473
1475,4,7,MAT,2025-09-10,Wurzelfunktion/-rechnung: KorrLK,"nutzt vorhandene Hilfsmittel zum Lösen von Aufgaben weniger effektiv | Prüfungsangst des Schülers hat sich geringfügig verringert | kann einigermaßen flexibel mit unerwarteten Aufgabenstellungen umgehen | nutzt Fehler und Korrekturen während des Unterrichts hin und wieder für das eigene Lernwachstum | ist oft fähig, Aufgaben ohne direkte Anleitung zu beginnen",3,2,1,1475,3,0.436175,0.081911,0.259148,0.414049,0.432415,0.445438,0.423138,performanz,0.445438,1,0.999998,0,1.5014737194152112,-0.08815704934955663
1565,4,12,MAT,2025-09-10,Prozent- und Zinsrechnung: PrR,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Beteiligung am Unterricht hat sich verbessert | erklärt komplexe Sachverhalte meistens in einer logischen Reihenfolge | kann sich gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | antwortet auf spontane Fragen gut",3,2,1,1565,3,0.443846,0.190368,0.197569,0.418112,0.424141,0.442653,0.420795,kognition,0.443846,1,0.999998,0,1.31784751846931,0.1645214874126659
1753,0,18,MAT,2025-09-10,Prüfungsvorbereitung: BLF Teil B,konnte Wissen in der heutigen Stunde deutlich erweitern | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | erklärt komplexe Sachverhalte meistens in einer logischen Reihenfolge | teilt sich die eigene Lernzeit weniger angemessen ein,3,2,19,1753,3,0.432215,0.107557,0.23605,0.423186,0.436229,0.435773,0.431993,methodik,0.436229,1,0.999998,0,1.6212418770436763,0.6779121870080355
