from;to;is_change;from_date;to_date;from_record_id;to_record_id;from_sentence_id;to_sentence_id;from_value;to_value;delta_dominance_value;from_polarity;to_polarity;polarity_change;from_d_semantisch;to_d_semantisch;delta_d_semantisch;from_operator_count;to_operator_count;from_has_operator;to_has_operator
kognition;kognition;False;2025-09-04;2025-09-04;511;512;730;731;1.919667488646;2.7682973486899;0.8486298600439002;1;1;False;3.1988921097457;4.466581322438;1.2676892126923005;0;1;0;1
kognition;performanz;True;2025-09-04;2025-09-04;512;513;731;732;2.7682973486899;1.7011124840356;-1.0671848646543;1;1;False;4.466581322438;3.5863224441572;-0.8802588782808005;1;1;1;1
performanz;performanz;False;2025-09-04;2025-09-04;513;514;732;733;1.7011124840356;1.5905662396008;-0.11054624443479999;1;1;False;3.5863224441572;2.8317859427849;-0.7545365013723;1;0;1;0
performanz;regulation;True;2025-09-04;2025-09-04;514;515;733;734;1.5905662396008;2.3358286965014;0.7452624569005999;1;1;False;2.8317859427849;4.766014081322;1.9342281385371;0;0;0;0
performanz;kognition;True;2025-09-08;2025-09-08;2348;2349;2925;2926;2.1018406752718;2.6228056368715;0.5209649615997001;1;1;False;4.0297451295107;4.6361765459891;0.6064314164783999;0;0;0;0
kognition;kognition;False;2025-09-08;2025-09-08;2349;2350;2926;2927;2.6228056368715;1.9983364398439;-0.6244691970276;1;1;False;4.6361765459891;3.4475065704142;-1.1886699755749;0;0;0;0
kognition;kognition;False;2025-09-08;2025-09-08;2350;2351;2927;2928;1.9983364398439;1.8346238946577;-0.16371254518620004;1;1;False;3.4475065704142;3.050519966414;-0.39698660400020014;0;0;0;0
kognition;performanz;True;2025-09-08;2025-09-08;2351;2352;2928;2929;1.8346238946577;2.1296617818885;0.29503788723080016;1;1;False;3.050519966414;4.1758633815523;1.1253434151382997;0;1;0;1
kognition;kognition;False;2025-09-22;2025-09-22;189;190;321;322;1.919667488646;2.1969604991137;0.27729301046770005;1;1;False;3.1988921097457;3.9082087439743;0.7093166342286001;0;1;0;1
kognition;kognition;False;2025-09-22;2025-09-22;190;191;322;323;2.1969604991137;2.1578157776495;-0.03914472146419978;1;1;False;3.9082087439743;4.3971375276988;0.4889287837245;1;1;1;1
kognition;kognition;False;2025-09-22;2025-09-22;191;192;323;324;2.1578157776495;1.8497956426329;-0.3080201350166001;1;1;False;4.3971375276988;2.9898402914902;-1.4072972362086;1;1;1;1
kognition;kognition;False;2025-09-22;2025-09-22;192;193;324;325;1.8497956426329;1.9207934795839;0.07099783695099982;1;1;False;2.9898402914902;2.581090336861;-0.40874995462919994;1;1;1;1
kognition;regulation;True;2025-09-22;2025-12-01;193;1670;325;2241;1.9207934795839;1.8743802397078;-0.04641323987609991;1;1;False;2.581090336861;3.9112024651601;1.3301121282991;1;2;1;1
regulation;performanz;True;2025-12-01;2025-12-01;1670;1671;2241;2242;1.8743802397078;1.4230076958162;-0.4513725438916001;1;1;False;3.9112024651601;3.0867875408233;-0.8244149243368;2;0;1;0
performanz;kognition;True;2025-12-01;2025-12-01;1671;1672;2242;2243;1.4230076958162;1.9983364398439;0.5753287440277002;1;1;False;3.0867875408233;3.2196014696278;0.13281392880450005;0;2;0;1
kognition;kognition;False;2025-12-01;2025-12-01;1672;1673;2243;2244;1.9983364398439;2.0386456472603;0.04030920741639976;1;1;False;3.2196014696278;3.7892050143531;0.5696035447252998;2;2;1;1
kognition;kognition;False;2025-12-01;2025-12-01;1673;1674;2244;2245;2.0386456472603;2.5121830856213;0.47353743836100026;1;1;False;3.7892050143531;3.7871671413033;-0.0020378730498000763;2;0;1;0
motivation;kognition;True;2025-11-05;2025-11-05;318;319;502;503;1.2951057303566;2.1688746734496;0.8737689430929998;1;1;False;2.3852489463375;3.1172442691244;0.7319953227868998;1;0;1;0
kognition;kognition;False;2025-11-05;2025-11-05;319;320;503;504;2.1688746734496;1.476804441708;-0.6920702317415999;1;1;False;3.1172442691244;2.2750429610691;-0.8422013080553001;0;2;0;1
kognition;performanz;True;2025-11-05;2025-11-05;320;321;504;505;1.476804441708;1.5570911828289;0.08028674112090006;1;1;False;2.2750429610691;2.5553402422033;0.28029728113419994;2;0;1;0
performanz;motivation;True;2025-11-05;2025-11-05;321;322;505;506;1.5570911828289;1.2052751378734;-0.3518160449555001;1;1;False;2.5553402422033;2.5677818078907;0.012441565687400402;0;2;0;1
motivation;performanz;True;2025-11-05;2025-12-10;322;1310;506;1876;1.2052751378734;2.0870902816588;0.8818151437854003;1;1;False;2.5677818078907;4.4145152628884;1.8467334549976995;2;1;1;1
performanz;performanz;False;2025-12-10;2025-12-10;1310;1311;1876;1877;2.0870902816588;1.7655165425851;-0.3215737390737001;1;1;False;4.4145152628884;2.9398724507521;-1.4746428121362998;1;1;1;1
performanz;regulation;True;2025-12-10;2025-12-10;1311;1312;1877;1878;1.7655165425851;1.4279047558095;-0.3376117867756001;1;1;False;2.9398724507521;3.0240571504654;0.08418469971330023;1;2;1;1
regulation;motivation;True;2025-12-10;2025-12-10;1312;1313;1878;1879;1.4279047558095;0.89333260568571;-0.5345721501237899;1;1;False;3.0240571504654;1.8402929878184;-1.1837641626470001;2;2;1;1
motivation;performanz;True;2025-12-10;2025-12-10;1313;1314;1879;1880;0.89333260568571;1.5618287758453;0.66849617015959;1;1;False;1.8402929878184;1.9879308952083;0.1476379073898999;2;1;1;1
motivation;kognition;True;2025-10-22;2025-10-22;2527;2528;3225;3226;1.2951057303566;2.5684402293092;1.2733344989525999;1;1;False;2.3852489463375;4.7203348418297;2.3350858954922002;1;0;1;0
kognition;kognition;False;2025-10-22;2025-10-22;2528;2529;3226;3227;2.5684402293092;1.6773866972735;-0.8910535320356998;1;1;False;4.7203348418297;3.1560062704863;-1.5643285713434003;0;1;0;1
kognition;motivation;True;2025-10-22;2025-10-22;2529;2530;3227;3228;1.6773866972735;1.5116396645841;-0.16574703268940016;1;1;False;3.1560062704863;3.3246328476177;0.16862657713139972;1;2;1;1
motivation;motivation;False;2025-10-22;2025-10-22;2530;2531;3228;3229;1.5116396645841;1.7915442913418;0.2799046267577001;1;1;False;3.3246328476177;3.3533597644884;0.02872691687070006;2;0;1;0
performanz;kognition;True;2025-03-04;2025-04-01;175;174;284;275;1.553411875812;1.114246137927;-0.439165737885;1;1;False;2.676695890062;2.3851425920755;-0.2915532979865003;0;0;0;0
performanz;kognition;True;2025-11-28;2025-11-28;990;991;1550;1551;1.0546278376074;2.011929137674;0.9573013000666;1;1;False;2.0383290573272;4.1616133039273;2.1232842466001003;0;0;0;0
kognition;kognition;False;2025-11-28;2025-11-28;991;992;1551;1552;2.011929137674;1.6888048282246;-0.32312430944940007;1;1;False;4.1616133039273;2.9577030053811;-1.2039102985462002;0;0;0;0
kognition;kognition;False;2025-11-28;2025-11-28;992;993;1552;1553;1.6888048282246;1.7197401550854;0.030935326860799917;1;1;False;2.9577030053811;2.6745080662689;-0.28319493911219995;0;0;0;0
kognition;kognition;False;2025-11-28;2025-11-28;993;994;1553;1554;1.7197401550854;1.6566860222492;-0.06305413283619998;1;1;False;2.6745080662689;2.4618609597996;-0.21264710646930007;0;0;0;0
kognition;kognition;False;2025-11-28;2025-12-05;994;985;1554;1545;1.6566860222492;1.7348832013882;0.07819717913900015;1;1;False;2.4618609597996;3.586103254132;1.1242422943324;0;1;0;1
kognition;performanz;True;2025-12-05;2025-12-05;985;986;1545;1546;1.7348832013882;1.6348496052309;-0.10003359615730001;1;1;False;3.586103254132;2.5891291552071;-0.9969740989249001;1;1;1;1
performanz;performanz;False;2025-12-05;2025-12-05;986;987;1546;1547;1.6348496052309;1.1310979069143;-0.5037516983166002;1;1;False;2.5891291552071;1.6657688348041;-0.9233603204029999;1;1;1;1
performanz;regulation;True;2025-12-05;2025-12-05;987;988;1547;1548;1.1310979069143;1.9449987244184;0.8139008175041;1;1;False;1.6657688348041;3.8214492248625;2.1556803900584;1;0;1;0
regulation;performanz;True;2025-12-05;2025-12-05;988;989;1548;1549;1.9449987244184;1.5399390735643;-0.4050596508541;1;1;False;3.8214492248625;2.5074879048464;-1.3139613200161002;0;1;0;1
performanz;kognition;True;2025-12-02;2025-12-02;2034;2035;2607;2608;1.4253665391979;2.200270088071;0.7749035488731;1;1;False;2.8935343055325;4.1990309356057;1.3054966300732;0;0;0;0
kognition;kognition;False;2025-12-02;2025-12-02;2035;2036;2608;2609;2.200270088071;1.497714368025;-0.702555720046;1;1;False;4.1990309356057;2.4666707187762;-1.7323602168295;0;1;0;1
kognition;performanz;True;2025-12-02;2025-12-02;2036;2037;2609;2610;1.497714368025;2.260374675858;0.7626603078329999;1;1;False;2.4666707187762;4.5339414150742;2.0672706962980003;1;1;1;1
performanz;regulation;True;2025-12-02;2025-12-02;2037;2038;2610;2611;2.260374675858;1.6521674795534;-0.6082071963045999;1;1;False;4.5339414150742;3.5054604059233;-1.0284810091509002;1;2;1;1
regulation;performanz;True;2025-12-02;2025-12-04;2038;2029;2611;2602;1.6521674795534;2.1744618745086;0.5222943949552001;1;1;False;3.5054604059233;4.4388621375364;0.9334017316131002;2;0;1;0
performanz;methodik;True;2025-12-04;2025-12-04;2029;2030;2602;2603;2.1744618745086;2.1410505413095;-0.03341133319910039;1;1;False;4.4388621375364;4.7299790770357;0.2911169394992994;0;1;0;1
methodik;performanz;True;2025-12-04;2025-12-04;2030;2031;2603;2604;2.1410505413095;2.1602420544193;0.019191513109800162;1;1;False;4.7299790770357;4.0730731755336;-0.6569059015020997;1;0;1;0
performanz;methodik;True;2025-12-04;2025-12-04;2031;2032;2604;2605;2.1602420544193;1.6923157810732;-0.46792627334610004;1;1;False;4.0730731755336;3.4333342274091;-0.6397389481245002;0;1;0;1
methodik;performanz;True;2025-12-04;2025-12-04;2032;2033;2605;2606;1.6923157810732;1.7185730315922;0.026257250519000186;1;1;False;3.4333342274091;3.4752254188631;0.04189119145400033;1;0;1;0
performanz;kognition;True;2025-12-04;2025-12-09;2033;2024;2606;2597;1.7185730315922;2.5295856191585;0.8110125875662999;1;1;False;3.4752254188631;3.8675391175028;0.3923136986397;0;1;0;1
kognition;performanz;True;2025-12-09;2025-12-09;2024;2025;2597;2598;2.5295856191585;1.7655165425851;-0.7640690765734;1;1;False;3.8675391175028;2.9398724507521;-0.9276666667507003;1;1;1;1
performanz;performanz;False;2025-12-09;2025-12-09;2025;2026;2598;2599;1.7655165425851;1.6232860077824;-0.14223053480269998;1;1;False;2.9398724507521;2.6936098309784;-0.24626261977370012;1;1;1;1
performanz;performanz;False;2025-12-09;2025-12-09;2026;2027;2599;2600;1.6232860077824;1.5606138560581;-0.06267215172430007;1;1;False;2.6936098309784;2.8459524909515;0.15234265997310015;1;1;1;1
performanz;kognition;True;2025-12-09;2025-12-09;2027;2028;2600;2601;1.5606138560581;2.0937472961032;0.5331334400451002;1;1;False;2.8459524909515;3.79908591483;0.9531334238785001;1;4;1;1
performanz;kognition;True;2025-02-10;2025-08-25;819;812;1235;1190;1.0;2.3289522253193;1.3289522253192998;1;1;False;1.2396455138466;4.3258647160129;3.0862192021662995;0;1;0;1
kognition;kognition;False;2025-08-25;2025-08-25;812;813;1190;1191;2.3289522253193;2.2069589158005;-0.12199330951879972;1;1;False;4.3258647160129;3.916840808544;-0.40902390746889994;1;0;1;0
kognition;regulation;True;2025-08-25;2025-08-25;813;814;1191;1192;2.2069589158005;1.9126138920563;-0.2943450237442;1;1;False;3.916840808544;4.0164817262936;0.09964091774960027;0;0;0;0
regulation;regulation;False;2025-08-25;2025-08-25;814;815;1192;1193;1.9126138920563;1.6593102589405;-0.25330363311580006;1;1;False;4.0164817262936;3.445161991689;-0.5713197346046002;0;0;0;0
regulation;performanz;True;2025-08-25;2025-08-25;815;816;1193;1194;1.6593102589405;1.8490362237485;0.18972596480800008;1;1;False;3.445161991689;3.7094848636328;0.2643228719438002;0;0;0;0
performanz;regulation;True;2025-08-25;2025-09-01;816;803;1194;1181;1.8490362237485;2.2831943720438;0.4341581482953001;1;1;False;3.7094848636328;4.6221765003632;0.9126916367304001;0;1;0;1
regulation;kognition;True;2025-09-01;2025-09-01;803;804;1181;1182;2.2831943720438;2.2069589158005;-0.07623545624330008;1;1;False;4.6221765003632;3.916840808544;-0.7053356918192004;1;0;1;0
kognition;regulation;True;2025-09-01;2025-09-01;804;805;1182;1183;2.2069589158005;2.3358286965014;0.12886978070089983;1;1;False;3.916840808544;4.766014081322;0.8491732727780001;0;0;0;0
regulation;regulation;False;2025-09-01;2025-09-01;805;806;1183;1184;2.3358286965014;1.0959483968476;-1.2398802996537999;1;1;False;4.766014081322;1.6538928464461;-3.1121212348759;0;0;0;0
regulation;motivation;True;2025-09-01;2025-09-01;806;807;1184;1185;1.0959483968476;1.2623925324906;0.16644413564299998;1;1;False;1.6538928464461;2.6261746889041;0.9722818424580002;0;0;0;0
motivation;kognition;True;2025-09-01;2025-09-15;807;793;1185;1171;1.2623925324906;2.5299323006465;1.2675397681559002;1;1;False;2.6261746889041;4.4248015064122;1.7986268175080995;0;0;0;0
kognition;kognition;False;2025-09-15;2025-09-15;793;794;1171;1172;2.5299323006465;2.5684402293092;0.0385079286626997;1;1;False;4.4248015064122;4.7203348418297;0.2955333354175007;0;0;0;0
kognition;motivation;True;2025-09-15;2025-09-15;794;795;1172;1173;2.5684402293092;2.0519663720169;-0.5164738572922998;1;1;False;4.7203348418297;4.2418067613595;-0.4785280804702001;0;1;0;1
motivation;regulation;True;2025-09-15;2025-09-15;795;796;1173;1174;2.0519663720169;1.0748847029185;-0.9770816690984001;1;1;False;4.2418067613595;2.1705909655679;-2.0712157957916;1;1;1;1
regulation;kognition;True;2025-09-15;2025-09-15;796;797;1174;1175;1.0748847029185;1.5921009565853;0.5172162536667999;1;1;False;2.1705909655679;3.2676087905419;1.097017824974;1;0;1;0
kognition;kognition;False;2025-09-15;2025-09-22;797;783;1175;1161;1.5921009565853;2.340692642289;0.7485916857037;1;1;False;3.2676087905419;4.0340534938675;0.7664447033255999;0;0;0;0
kognition;kognition;False;2025-09-22;2025-09-22;783;784;1161;1162;2.340692642289;2.1969604991137;-0.14373214317530003;1;1;False;4.0340534938675;3.9082087439743;-0.12584474989319983;0;1;0;1
kognition;performanz;True;2025-09-22;2025-09-22;784;785;1162;1163;2.1969604991137;2.1602420544193;-0.0367184446944;1;1;False;3.9082087439743;4.0730731755336;0.16486443155929997;1;0;1;0
performanz;kognition;True;2025-09-22;2025-09-22;785;786;1163;1164;2.1602420544193;2.1505046567471;-0.009737397672199943;1;1;False;4.0730731755336;3.4817423048328;-0.5913308707008;0;0;0;0
kognition;performanz;True;2025-09-22;2025-09-22;786;787;1164;1165;2.1505046567471;1.5570911828289;-0.5934134739182;1;1;False;3.4817423048328;2.5553402422033;-0.9264020626295002;0;0;0;0
performanz;kognition;True;2025-09-22;2025-09-29;787;774;1165;1152;1.5570911828289;2.5299323006465;0.9728411178176002;1;1;False;2.5553402422033;4.4248015064122;1.8694612642089;0;0;0;0
kognition;performanz;True;2025-09-29;2025-09-29;774;775;1152;1153;2.5299323006465;1.4780206620485;-1.0519116385980003;1;1;False;4.4248015064122;3.1813676431278;-1.2434338632843995;0;0;0;0
performanz;regulation;True;2025-09-29;2025-09-29;775;776;1153;1154;1.4780206620485;1.0959483968476;-0.3820722652008999;1;1;False;3.1813676431278;1.6538928464461;-1.5274747966817002;0;0;0;0
regulation;kognition;True;2025-09-29;2025-09-29;776;777;1154;1155;1.0959483968476;2.5121830856213;1.4162346887737;1;1;False;1.6538928464461;3.7871671413033;2.1332742948572;0;0;0;0
kognition;kognition;False;2025-09-29;2025-09-29;777;778;1155;1156;2.5121830856213;1.9947276918836;-0.5174553937377;1;1;False;3.7871671413033;3.6328672145636;-0.15429992673970006;0;1;0;1
kognition;kognition;False;2025-09-29;2025-10-20;778;761;1156;1139;1.9947276918836;2.3310275582356;0.33629986635200004;1;1;False;3.6328672145636;3.6813879930869;0.048520778523299946;1;0;1;0
kognition;kognition;False;2025-10-20;2025-10-20;761;762;1139;1140;2.3310275582356;1.8767956837469;-0.45423187448870017;1;1;False;3.6813879930869;3.644316435302;-0.03707155778489968;0;1;0;1
kognition;kognition;False;2025-10-20;2025-10-20;762;763;1140;1141;1.8767956837469;1.7353345284312;-0.14146115531569992;1;1;False;3.644316435302;2.9900649591247;-0.6542514761773002;1;0;1;0
kognition;kognition;False;2025-10-20;2025-10-20;763;764;1141;1142;1.7353345284312;1.9316956848234;0.19636115639219986;1;1;False;2.9900649591247;3.8905038385904;0.9004388794657001;0;1;0;1
kognition;kognition;False;2025-10-20;2025-10-20;764;765;1142;1143;1.9316956848234;2.1820491743331;0.25035348950970016;1;1;False;3.8905038385904;4.4336617364237;0.5431578978332996;1;0;1;0
kognition;kognition;False;2025-10-20;2025-10-27;765;747;1143;1125;2.1820491743331;2.5299323006465;0.3478831263134001;1;1;False;4.4336617364237;4.4248015064122;-0.008860230011499937;0;0;0;0
kognition;kognition;False;2025-10-27;2025-10-27;747;748;1125;1126;2.5299323006465;2.5684402293092;0.0385079286626997;1;1;False;4.4248015064122;4.7203348418297;0.2955333354175007;0;0;0;0
kognition;kognition;False;2025-10-27;2025-10-27;748;749;1126;1127;2.5684402293092;1.7197401550854;-0.8487000742238;1;1;False;4.7203348418297;2.6745080662689;-2.0458267755608004;0;0;0;0
kognition;kognition;False;2025-10-27;2025-10-27;749;750;1127;1128;1.7197401550854;1.7810481523429;0.061307997257500135;1;1;False;2.6745080662689;3.4485985759833;0.7740905097144002;0;1;0;1
kognition;kognition;False;2025-10-27;2025-11-03;750;738;1128;1116;1.7810481523429;2.0547114305757;0.2736632782328001;1;1;False;3.4485985759833;4.0202243037138;0.5716257277304995;1;0;1;0
kognition;kognition;False;2025-11-03;2025-11-03;738;739;1116;1117;2.0547114305757;1.9342871926371;-0.12042423793860024;1;1;False;4.0202243037138;3.1073267084519;-0.9128975952618998;0;1;0;1
kognition;kognition;False;2025-11-03;2025-11-03;739;740;1117;1118;1.9342871926371;1.7810481523429;-0.15323904029419988;1;1;False;3.1073267084519;3.4485985759833;0.3412718675314004;1;1;1;1
kognition;motivation;True;2025-11-03;2025-11-03;740;741;1118;1119;1.7810481523429;2.0818792519938;0.3008310996508998;1;1;False;3.4485985759833;4.2766590717479;0.8280604957645994;1;0;1;0
motivation;kognition;True;2025-11-03;2025-11-03;741;742;1119;1120;2.0818792519938;1.2611174102;-0.8207618417937999;1;1;False;4.2766590717479;2.3952654381643;-1.8813936335835995;0;0;0;0
kognition;regulation;True;2025-11-03;2025-11-10;742;1228;1120;1792;1.2611174102;2.2831943720438;1.0220769618438001;1;1;False;2.3952654381643;4.6221765003632;2.2269110621989;0;1;0;1
regulation;kognition;True;2025-11-10;2025-11-10;1228;1229;1792;1793;2.2831943720438;2.5726698491549;0.2894754771110999;1;1;False;4.6221765003632;4.9706070017029;0.3484305013397;1;0;1;0
kognition;kognition;False;2025-11-10;2025-11-10;1229;1230;1793;1794;2.5726698491549;1.8346726067272;-0.7379972424277002;1;1;False;4.9706070017029;3.2578547618;-1.7127522399029003;0;0;0;0
kognition;performanz;True;2025-11-10;2025-11-10;1230;1231;1794;1795;1.8346726067272;2.06132346452;0.22665085779280014;1;1;False;3.2578547618;3.8092753542734;0.5514205924733999;0;0;0;0
performanz;kognition;True;2025-11-10;2025-11-17;1231;1219;1795;1783;2.06132346452;2.0547114305757;-0.006612033944299878;1;1;False;3.8092753542734;4.0202243037138;0.21094894944039977;0;0;0;0
kognition;regulation;True;2025-11-17;2025-11-17;1219;1220;1783;1784;2.0547114305757;-1.712806806005;-3.7675182365807;1;-1;True;4.0202243037138;2.9653595495889;-1.0548647541248997;0;1;0;1
regulation;kognition;True;2025-11-17;2025-11-17;1220;1221;1784;1785;-1.712806806005;2.2147698359634;3.9275766419683995;-1;1;True;2.9653595495889;4.5051999610504;1.5398404114615003;1;0;1;0
kognition;kognition;False;2025-11-17;2025-11-17;1221;1222;1785;1786;2.2147698359634;2.1820491743331;-0.03272066163029974;1;1;False;4.5051999610504;4.4336617364237;-0.07153822462670067;0;0;0;0
kognition;kognition;False;2025-11-17;2025-11-17;1222;1223;1786;1787;2.1820491743331;2.1462963786463;-0.03575279568680001;1;1;False;4.4336617364237;4.3406553652064;-0.09300637121729949;0;1;0;1
kognition;kognition;False;2025-11-17;2025-11-24;1223;1214;1787;1778;2.1462963786463;2.5299323006465;0.38363592200020014;1;1;False;4.3406553652064;4.4248015064122;0.08414614120579955;1;0;1;0
kognition;kognition;False;2025-11-24;2025-11-24;1214;1215;1778;1779;2.5299323006465;1.8124059963247;-0.7175263043218003;1;1;False;4.4248015064122;2.7008782028216;-1.7239233035905999;0;0;0;0
kognition;regulation;True;2025-11-24;2025-11-24;1215;1216;1779;1780;1.8124059963247;1.9126138920563;0.10020789573160016;1;1;False;2.7008782028216;4.0164817262936;1.3156035234720003;0;0;0;0
regulation;methodik;True;2025-11-24;2025-11-24;1216;1217;1780;1781;1.9126138920563;1.6923157810732;-0.22029811098310015;1;1;False;4.0164817262936;3.4333342274091;-0.5831474988845002;0;1;0;1
methodik;performanz;True;2025-11-24;2025-11-24;1217;1218;1781;1782;1.6923157810732;1.7623605672214;0.07004478614820009;1;1;False;3.4333342274091;3.1844962872024;-0.24883794020670003;1;0;1;0
performanz;kognition;True;2025-11-24;2025-12-01;1218;1205;1782;1768;1.7623605672214;1.6517086769815;-0.11065189023990007;1;1;False;3.1844962872024;3.1105149252108;-0.07398136199159966;0;0;0;0
kognition;performanz;True;2025-12-01;2025-12-01;1205;1206;1768;1769;1.6517086769815;1.8608741963844;0.20916551940290007;1;1;False;3.1105149252108;3.0556171049096;-0.05489782030120027;0;0;0;0
